FID,province,x,y
3014,黑龙江,122.35,53.55
3021,黑龙江,123.05000000000001,53.55
3022,黑龙江,123.15,53.55
3023,黑龙江,123.25,53.55
3024,黑龙江,123.35,53.55
3025,黑龙江,123.45,53.55
3026,黑龙江,123.55000000000001,53.55
3027,黑龙江,123.65,53.55
3638,黑龙江,121.75,53.45
3639,黑龙江,121.85,53.45
3640,黑龙江,121.95,53.45
3641,黑龙江,122.05000000000001,53.45
3642,黑龙江,122.15,53.45
3643,黑龙江,122.25,53.45
3644,黑龙江,122.35,53.45
3645,黑龙江,122.45,53.45
3646,黑龙江,122.55000000000001,53.45
3647,黑龙江,122.65,53.45
3648,黑龙江,122.75,53.45
3649,黑龙江,122.85,53.45
3650,黑龙江,122.95,53.45
3651,黑龙江,123.05000000000001,53.45
3652,黑龙江,123.15,53.45
3653,黑龙江,123.25,53.45
3654,黑龙江,123.35,53.45
3655,黑龙江,123.45,53.45
3656,黑龙江,123.55000000000001,53.45
3657,黑龙江,123.65,53.45
3658,黑龙江,123.75,53.45
3659,黑龙江,123.85,53.45
3660,黑龙江,123.95,53.45
3661,黑龙江,124.05000000000001,53.45
4261,内蒙古,121.05000000000001,53.35
4264,内蒙古,121.35,53.35
4265,内蒙古,121.45,53.35
4266,黑龙江,121.55000000000001,53.35
4267,黑龙江,121.65,53.35
4268,黑龙江,121.75,53.35
4269,黑龙江,121.85,53.35
4270,黑龙江,121.95,53.35
4271,黑龙江,122.05000000000001,53.35
4272,黑龙江,122.15,53.35
4273,黑龙江,122.25,53.35
4274,黑龙江,122.35,53.35
4275,黑龙江,122.45,53.35
4276,黑龙江,122.55000000000001,53.35
4277,黑龙江,122.65,53.35
4278,黑龙江,122.75,53.35
4279,黑龙江,122.85,53.35
4280,黑龙江,122.95,53.35
4281,黑龙江,123.05000000000001,53.35
4282,黑龙江,123.15,53.35
4283,黑龙江,123.25,53.35
4284,黑龙江,123.35,53.35
4285,黑龙江,123.45,53.35
4286,黑龙江,123.55000000000001,53.35
4287,黑龙江,123.65,53.35
4288,黑龙江,123.75,53.35
4289,黑龙江,123.85,53.35
4290,黑龙江,123.95,53.35
4291,黑龙江,124.05000000000001,53.35
4292,黑龙江,124.15,53.35
4293,黑龙江,124.25,53.35
4294,黑龙江,124.35,53.35
4888,内蒙古,120.75,53.25
4889,内蒙古,120.85,53.25
4890,内蒙古,120.95,53.25
4891,内蒙古,121.05000000000001,53.25
4892,内蒙古,121.15,53.25
4893,内蒙古,121.25,53.25
4894,内蒙古,121.35,53.25
4895,内蒙古,121.45,53.25
4896,内蒙古,121.55000000000001,53.25
4897,黑龙江,121.65,53.25
4898,黑龙江,121.75,53.25
4899,黑龙江,121.85,53.25
4900,黑龙江,121.95,53.25
4901,黑龙江,122.05000000000001,53.25
4902,黑龙江,122.15,53.25
4903,黑龙江,122.25,53.25
4904,黑龙江,122.35,53.25
4905,黑龙江,122.45,53.25
4906,黑龙江,122.55000000000001,53.25
4907,黑龙江,122.65,53.25
4908,黑龙江,122.75,53.25
4909,黑龙江,122.85,53.25
4910,黑龙江,122.95,53.25
4911,黑龙江,123.05000000000001,53.25
4912,黑龙江,123.15,53.25
4913,黑龙江,123.25,53.25
4914,黑龙江,123.35,53.25
4915,黑龙江,123.45,53.25
4916,黑龙江,123.55000000000001,53.25
4917,黑龙江,123.65,53.25
4918,黑龙江,123.75,53.25
4919,黑龙江,123.85,53.25
4920,黑龙江,123.95,53.25
4921,黑龙江,124.05000000000001,53.25
4922,黑龙江,124.15,53.25
4923,黑龙江,124.25,53.25
4924,黑龙江,124.35,53.25
4925,黑龙江,124.45,53.25
4926,黑龙江,124.55000000000001,53.25
4927,黑龙江,124.65,53.25
4931,黑龙江,125.05000000000001,53.25
4932,黑龙江,125.15,53.25
5517,内蒙古,120.65,53.15
5518,内蒙古,120.75,53.15
5519,内蒙古,120.85,53.15
5520,内蒙古,120.95,53.15
5521,内蒙古,121.05000000000001,53.15
5522,内蒙古,121.15,53.15
5523,内蒙古,121.25,53.15
5524,内蒙古,121.35,53.15
5525,内蒙古,121.45,53.15
5526,内蒙古,121.55000000000001,53.15
5527,内蒙古,121.65,53.15
5528,黑龙江,121.75,53.15
5529,黑龙江,121.85,53.15
5530,黑龙江,121.95,53.15
5531,黑龙江,122.05000000000001,53.15
5532,黑龙江,122.15,53.15
5533,黑龙江,122.25,53.15
5534,黑龙江,122.35,53.15
5535,黑龙江,122.45,53.15
5536,黑龙江,122.55000000000001,53.15
5537,黑龙江,122.65,53.15
5538,黑龙江,122.75,53.15
5539,黑龙江,122.85,53.15
5540,黑龙江,122.95,53.15
5541,黑龙江,123.05000000000001,53.15
5542,黑龙江,123.15,53.15
5543,黑龙江,123.25,53.15
5544,黑龙江,123.35,53.15
5545,黑龙江,123.45,53.15
5546,黑龙江,123.55000000000001,53.15
5547,黑龙江,123.65,53.15
5548,黑龙江,123.75,53.15
5549,黑龙江,123.85,53.15
5550,黑龙江,123.95,53.15
5551,黑龙江,124.05000000000001,53.15
5552,黑龙江,124.15,53.15
5553,黑龙江,124.25,53.15
5554,黑龙江,124.35,53.15
5555,黑龙江,124.45,53.15
5556,黑龙江,124.55000000000001,53.15
5557,黑龙江,124.65,53.15
5558,黑龙江,124.75,53.15
5559,黑龙江,124.85,53.15
5560,黑龙江,124.95,53.15
5561,黑龙江,125.05000000000001,53.15
5562,黑龙江,125.15,53.15
5563,黑龙江,125.25,53.15
5564,黑龙江,125.35,53.15
5565,黑龙江,125.45,53.15
6145,内蒙古,120.45,53.05
6146,内蒙古,120.55000000000001,53.05
6147,内蒙古,120.65,53.05
6148,内蒙古,120.75,53.05
6149,内蒙古,120.85,53.05
6150,内蒙古,120.95,53.05
6151,内蒙古,121.05000000000001,53.05
6152,内蒙古,121.15,53.05
6153,内蒙古,121.25,53.05
6154,内蒙古,121.35,53.05
6155,内蒙古,121.45,53.05
6156,内蒙古,121.55000000000001,53.05
6157,内蒙古,121.65,53.05
6158,内蒙古,121.75,53.05
6159,黑龙江,121.85,53.05
6160,黑龙江,121.95,53.05
6161,黑龙江,122.05000000000001,53.05
6162,黑龙江,122.15,53.05
6163,黑龙江,122.25,53.05
6164,黑龙江,122.35,53.05
6165,黑龙江,122.45,53.05
6166,黑龙江,122.55000000000001,53.05
6167,黑龙江,122.65,53.05
6168,黑龙江,122.75,53.05
6169,黑龙江,122.85,53.05
6170,黑龙江,122.95,53.05
6171,黑龙江,123.05000000000001,53.05
6172,黑龙江,123.15,53.05
6173,黑龙江,123.25,53.05
6174,黑龙江,123.35,53.05
6175,黑龙江,123.45,53.05
6176,黑龙江,123.55000000000001,53.05
6177,黑龙江,123.65,53.05
6178,黑龙江,123.75,53.05
6179,黑龙江,123.85,53.05
6180,黑龙江,123.95,53.05
6181,黑龙江,124.05000000000001,53.05
6182,黑龙江,124.15,53.05
6183,黑龙江,124.25,53.05
6184,黑龙江,124.35,53.05
6185,黑龙江,124.45,53.05
6186,黑龙江,124.55000000000001,53.05
6187,黑龙江,124.65,53.05
6188,黑龙江,124.75,53.05
6189,黑龙江,124.85,53.05
6190,黑龙江,124.95,53.05
6191,黑龙江,125.05000000000001,53.05
6192,黑龙江,125.15,53.05
6193,黑龙江,125.25,53.05
6194,黑龙江,125.35,53.05
6195,黑龙江,125.45,53.05
6196,黑龙江,125.55000000000001,53.05
6197,黑龙江,125.65,53.05
6774,内蒙古,120.35,52.95
6775,内蒙古,120.45,52.95
6776,内蒙古,120.55000000000001,52.95
6777,内蒙古,120.65,52.95
6778,内蒙古,120.75,52.95
6779,内蒙古,120.85,52.95
6780,内蒙古,120.95,52.95
6781,内蒙古,121.05000000000001,52.95
6782,内蒙古,121.15,52.95
6783,内蒙古,121.25,52.95
6784,内蒙古,121.35,52.95
6785,内蒙古,121.45,52.95
6786,内蒙古,121.55000000000001,52.95
6787,内蒙古,121.65,52.95
6788,黑龙江,121.75,52.95
6789,黑龙江,121.85,52.95
6790,黑龙江,121.95,52.95
6791,黑龙江,122.05000000000001,52.95
6792,黑龙江,122.15,52.95
6793,黑龙江,122.25,52.95
6794,黑龙江,122.35,52.95
6795,黑龙江,122.45,52.95
6796,黑龙江,122.55000000000001,52.95
6797,黑龙江,122.65,52.95
6798,黑龙江,122.75,52.95
6799,黑龙江,122.85,52.95
6800,黑龙江,122.95,52.95
6801,黑龙江,123.05000000000001,52.95
6802,黑龙江,123.15,52.95
6803,黑龙江,123.25,52.95
6804,黑龙江,123.35,52.95
6805,黑龙江,123.45,52.95
6806,黑龙江,123.55000000000001,52.95
6807,黑龙江,123.65,52.95
6808,黑龙江,123.75,52.95
6809,黑龙江,123.85,52.95
6810,黑龙江,123.95,52.95
6811,黑龙江,124.05000000000001,52.95
6812,黑龙江,124.15,52.95
6813,黑龙江,124.25,52.95
6814,黑龙江,124.35,52.95
6815,黑龙江,124.45,52.95
6816,黑龙江,124.55000000000001,52.95
6817,黑龙江,124.65,52.95
6818,黑龙江,124.75,52.95
6819,黑龙江,124.85,52.95
6820,黑龙江,124.95,52.95
6821,黑龙江,125.05000000000001,52.95
6822,黑龙江,125.15,52.95
6823,黑龙江,125.25,52.95
6824,黑龙江,125.35,52.95
6825,黑龙江,125.45,52.95
6826,黑龙江,125.55000000000001,52.95
6827,黑龙江,125.65,52.95
6828,黑龙江,125.75,52.95
6829,黑龙江,125.85,52.95
7402,内蒙古,120.15,52.85
7403,内蒙古,120.25,52.85
7404,内蒙古,120.35,52.85
7405,内蒙古,120.45,52.85
7406,内蒙古,120.55000000000001,52.85
7407,内蒙古,120.65,52.85
7408,内蒙古,120.75,52.85
7409,内蒙古,120.85,52.85
7410,内蒙古,120.95,52.85
7411,内蒙古,121.05000000000001,52.85
7412,内蒙古,121.15,52.85
7413,内蒙古,121.25,52.85
7414,内蒙古,121.35,52.85
7415,内蒙古,121.45,52.85
7416,内蒙古,121.55000000000001,52.85
7417,黑龙江,121.65,52.85
7418,黑龙江,121.75,52.85
7419,黑龙江,121.85,52.85
7420,黑龙江,121.95,52.85
7421,黑龙江,122.05000000000001,52.85
7422,黑龙江,122.15,52.85
7423,黑龙江,122.25,52.85
7424,黑龙江,122.35,52.85
7425,黑龙江,122.45,52.85
7426,黑龙江,122.55000000000001,52.85
7427,黑龙江,122.65,52.85
7428,黑龙江,122.75,52.85
7429,黑龙江,122.85,52.85
7430,黑龙江,122.95,52.85
7431,黑龙江,123.05000000000001,52.85
7432,黑龙江,123.15,52.85
7433,黑龙江,123.25,52.85
7434,黑龙江,123.35,52.85
7435,黑龙江,123.45,52.85
7436,黑龙江,123.55000000000001,52.85
7437,黑龙江,123.65,52.85
7438,黑龙江,123.75,52.85
7439,黑龙江,123.85,52.85
7440,黑龙江,123.95,52.85
7441,黑龙江,124.05000000000001,52.85
7442,黑龙江,124.15,52.85
7443,黑龙江,124.25,52.85
7444,黑龙江,124.35,52.85
7445,黑龙江,124.45,52.85
7446,黑龙江,124.55000000000001,52.85
7447,黑龙江,124.65,52.85
7448,黑龙江,124.75,52.85
7449,黑龙江,124.85,52.85
7450,黑龙江,124.95,52.85
7451,黑龙江,125.05000000000001,52.85
7452,黑龙江,125.15,52.85
7453,黑龙江,125.25,52.85
7454,黑龙江,125.35,52.85
7455,黑龙江,125.45,52.85
7456,黑龙江,125.55000000000001,52.85
7457,黑龙江,125.65,52.85
7458,黑龙江,125.75,52.85
7459,黑龙江,125.85,52.85
7460,黑龙江,125.95,52.85
8031,内蒙古,120.05000000000001,52.75
8032,内蒙古,120.15,52.75
8033,内蒙古,120.25,52.75
8034,内蒙古,120.35,52.75
8035,内蒙古,120.45,52.75
8036,内蒙古,120.55000000000001,52.75
8037,内蒙古,120.65,52.75
8038,内蒙古,120.75,52.75
8039,内蒙古,120.85,52.75
8040,内蒙古,120.95,52.75
8041,内蒙古,121.05000000000001,52.75
8042,内蒙古,121.15,52.75
8043,内蒙古,121.25,52.75
8044,内蒙古,121.35,52.75
8045,内蒙古,121.45,52.75
8046,黑龙江,121.55000000000001,52.75
8047,黑龙江,121.65,52.75
8048,黑龙江,121.75,52.75
8049,黑龙江,121.85,52.75
8050,黑龙江,121.95,52.75
8051,黑龙江,122.05000000000001,52.75
8052,黑龙江,122.15,52.75
8053,黑龙江,122.25,52.75
8054,黑龙江,122.35,52.75
8055,黑龙江,122.45,52.75
8056,黑龙江,122.55000000000001,52.75
8057,黑龙江,122.65,52.75
8058,黑龙江,122.75,52.75
8059,黑龙江,122.85,52.75
8060,黑龙江,122.95,52.75
8061,黑龙江,123.05000000000001,52.75
8062,黑龙江,123.15,52.75
8063,黑龙江,123.25,52.75
8064,黑龙江,123.35,52.75
8065,黑龙江,123.45,52.75
8066,黑龙江,123.55000000000001,52.75
8067,黑龙江,123.65,52.75
8068,黑龙江,123.75,52.75
8069,黑龙江,123.85,52.75
8070,黑龙江,123.95,52.75
8071,黑龙江,124.05000000000001,52.75
8072,黑龙江,124.15,52.75
8073,黑龙江,124.25,52.75
8074,黑龙江,124.35,52.75
8075,黑龙江,124.45,52.75
8076,黑龙江,124.55000000000001,52.75
8077,黑龙江,124.65,52.75
8078,黑龙江,124.75,52.75
8079,黑龙江,124.85,52.75
8080,黑龙江,124.95,52.75
8081,黑龙江,125.05000000000001,52.75
8082,黑龙江,125.15,52.75
8083,黑龙江,125.25,52.75
8084,黑龙江,125.35,52.75
8085,黑龙江,125.45,52.75
8086,黑龙江,125.55000000000001,52.75
8087,黑龙江,125.65,52.75
8088,黑龙江,125.75,52.75
8089,黑龙江,125.85,52.75
8090,黑龙江,125.95,52.75
8091,黑龙江,126.05000000000001,52.75
8092,黑龙江,126.15,52.75
8661,内蒙古,120.05000000000001,52.65
8662,内蒙古,120.15,52.65
8663,内蒙古,120.25,52.65
8664,内蒙古,120.35,52.65
8665,内蒙古,120.45,52.65
8666,内蒙古,120.55000000000001,52.65
8667,内蒙古,120.65,52.65
8668,内蒙古,120.75,52.65
8669,内蒙古,120.85,52.65
8670,内蒙古,120.95,52.65
8671,内蒙古,121.05000000000001,52.65
8672,内蒙古,121.15,52.65
8673,内蒙古,121.25,52.65
8674,黑龙江,121.35,52.65
8675,黑龙江,121.45,52.65
8676,黑龙江,121.55000000000001,52.65
8677,黑龙江,121.65,52.65
8678,黑龙江,121.75,52.65
8679,黑龙江,121.85,52.65
8680,黑龙江,121.95,52.65
8681,黑龙江,122.05000000000001,52.65
8682,黑龙江,122.15,52.65
8683,黑龙江,122.25,52.65
8684,黑龙江,122.35,52.65
8685,黑龙江,122.45,52.65
8686,黑龙江,122.55000000000001,52.65
8687,黑龙江,122.65,52.65
8688,黑龙江,122.75,52.65
8689,黑龙江,122.85,52.65
8690,黑龙江,122.95,52.65
8691,黑龙江,123.05000000000001,52.65
8692,黑龙江,123.15,52.65
8693,黑龙江,123.25,52.65
8694,黑龙江,123.35,52.65
8695,黑龙江,123.45,52.65
8696,黑龙江,123.55000000000001,52.65
8697,黑龙江,123.65,52.65
8698,黑龙江,123.75,52.65
8699,黑龙江,123.85,52.65
8700,黑龙江,123.95,52.65
8701,黑龙江,124.05000000000001,52.65
8702,黑龙江,124.15,52.65
8703,黑龙江,124.25,52.65
8704,黑龙江,124.35,52.65
8705,黑龙江,124.45,52.65
8706,黑龙江,124.55000000000001,52.65
8707,黑龙江,124.65,52.65
8708,黑龙江,124.75,52.65
8709,黑龙江,124.85,52.65
8710,黑龙江,124.95,52.65
8711,黑龙江,125.05000000000001,52.65
8712,黑龙江,125.15,52.65
8713,黑龙江,125.25,52.65
8714,黑龙江,125.35,52.65
8715,黑龙江,125.45,52.65
8716,黑龙江,125.55000000000001,52.65
8717,黑龙江,125.65,52.65
8718,黑龙江,125.75,52.65
8719,黑龙江,125.85,52.65
8720,黑龙江,125.95,52.65
8721,黑龙江,126.05000000000001,52.65
9291,内蒙古,120.05000000000001,52.55
9292,内蒙古,120.15,52.55
9293,内蒙古,120.25,52.55
9296,内蒙古,120.55000000000001,52.55
9297,内蒙古,120.65,52.55
9298,内蒙古,120.75,52.55
9299,内蒙古,120.85,52.55
9300,内蒙古,120.95,52.55
9301,内蒙古,121.05000000000001,52.55
9302,内蒙古,121.15,52.55
9303,内蒙古,121.25,52.55
9304,黑龙江,121.35,52.55
9305,黑龙江,121.45,52.55
9306,黑龙江,121.55000000000001,52.55
9307,黑龙江,121.65,52.55
9308,黑龙江,121.75,52.55
9309,黑龙江,121.85,52.55
9310,黑龙江,121.95,52.55
9311,黑龙江,122.05000000000001,52.55
9312,黑龙江,122.15,52.55
9313,黑龙江,122.25,52.55
9314,黑龙江,122.35,52.55
9315,黑龙江,122.45,52.55
9316,黑龙江,122.55000000000001,52.55
9317,黑龙江,122.65,52.55
9318,黑龙江,122.75,52.55
9319,黑龙江,122.85,52.55
9320,黑龙江,122.95,52.55
9321,黑龙江,123.05000000000001,52.55
9322,黑龙江,123.15,52.55
9323,黑龙江,123.25,52.55
9324,黑龙江,123.35,52.55
9325,黑龙江,123.45,52.55
9326,黑龙江,123.55000000000001,52.55
9327,黑龙江,123.65,52.55
9328,黑龙江,123.75,52.55
9329,黑龙江,123.85,52.55
9330,黑龙江,123.95,52.55
9331,黑龙江,124.05000000000001,52.55
9332,黑龙江,124.15,52.55
9333,黑龙江,124.25,52.55
9334,黑龙江,124.35,52.55
9335,黑龙江,124.45,52.55
9336,黑龙江,124.55000000000001,52.55
9337,黑龙江,124.65,52.55
9338,黑龙江,124.75,52.55
9339,黑龙江,124.85,52.55
9340,黑龙江,124.95,52.55
9341,黑龙江,125.05000000000001,52.55
9342,黑龙江,125.15,52.55
9343,黑龙江,125.25,52.55
9344,黑龙江,125.35,52.55
9345,黑龙江,125.45,52.55
9346,黑龙江,125.55000000000001,52.55
9347,黑龙江,125.65,52.55
9348,黑龙江,125.75,52.55
9349,黑龙江,125.85,52.55
9350,黑龙江,125.95,52.55
9351,黑龙江,126.05000000000001,52.55
9352,黑龙江,126.15,52.55
9353,黑龙江,126.25,52.55
9927,内蒙古,120.65,52.45
9928,内蒙古,120.75,52.45
9929,内蒙古,120.85,52.45
9930,内蒙古,120.95,52.45
9931,内蒙古,121.05000000000001,52.45
9932,内蒙古,121.15,52.45
9933,内蒙古,121.25,52.45
9934,内蒙古,121.35,52.45
9935,内蒙古,121.45,52.45
9936,内蒙古,121.55000000000001,52.45
9937,黑龙江,121.65,52.45
9938,黑龙江,121.75,52.45
9939,黑龙江,121.85,52.45
9940,黑龙江,121.95,52.45
9941,黑龙江,122.05000000000001,52.45
9942,内蒙古,122.15,52.45
9943,内蒙古,122.25,52.45
9944,黑龙江,122.35,52.45
9945,黑龙江,122.45,52.45
9946,黑龙江,122.55000000000001,52.45
9947,黑龙江,122.65,52.45
9948,黑龙江,122.75,52.45
9949,黑龙江,122.85,52.45
9950,黑龙江,122.95,52.45
9951,黑龙江,123.05000000000001,52.45
9952,黑龙江,123.15,52.45
9953,黑龙江,123.25,52.45
9954,黑龙江,123.35,52.45
9955,黑龙江,123.45,52.45
9956,黑龙江,123.55000000000001,52.45
9957,黑龙江,123.65,52.45
9958,黑龙江,123.75,52.45
9959,黑龙江,123.85,52.45
9960,黑龙江,123.95,52.45
9961,黑龙江,124.05000000000001,52.45
9962,黑龙江,124.15,52.45
9963,黑龙江,124.25,52.45
9964,黑龙江,124.35,52.45
9965,黑龙江,124.45,52.45
9966,黑龙江,124.55000000000001,52.45
9967,黑龙江,124.65,52.45
9968,黑龙江,124.75,52.45
9969,黑龙江,124.85,52.45
9970,黑龙江,124.95,52.45
9971,黑龙江,125.05000000000001,52.45
9972,黑龙江,125.15,52.45
9973,黑龙江,125.25,52.45
9974,黑龙江,125.35,52.45
9975,黑龙江,125.45,52.45
9976,黑龙江,125.55000000000001,52.45
9977,黑龙江,125.65,52.45
9978,黑龙江,125.75,52.45
9979,黑龙江,125.85,52.45
9980,黑龙江,125.95,52.45
9981,黑龙江,126.05000000000001,52.45
9982,黑龙江,126.15,52.45
9983,黑龙江,126.25,52.45
9984,黑龙江,126.35,52.45
10557,内蒙古,120.65,52.35
10558,内蒙古,120.75,52.35
10559,内蒙古,120.85,52.35
10560,内蒙古,120.95,52.35
10561,内蒙古,121.05000000000001,52.35
10562,内蒙古,121.15,52.35
10563,内蒙古,121.25,52.35
10564,内蒙古,121.35,52.35
10565,内蒙古,121.45,52.35
10566,内蒙古,121.55000000000001,52.35
10567,内蒙古,121.65,52.35
10568,黑龙江,121.75,52.35
10569,黑龙江,121.85,52.35
10570,黑龙江,121.95,52.35
10571,内蒙古,122.05000000000001,52.35
10572,内蒙古,122.15,52.35
10573,内蒙古,122.25,52.35
10574,内蒙古,122.35,52.35
10575,内蒙古,122.45,52.35
10576,黑龙江,122.55000000000001,52.35
10577,黑龙江,122.65,52.35
10578,黑龙江,122.75,52.35
10579,黑龙江,122.85,52.35
10580,黑龙江,122.95,52.35
10581,黑龙江,123.05000000000001,52.35
10582,黑龙江,123.15,52.35
10583,黑龙江,123.25,52.35
10584,黑龙江,123.35,52.35
10585,黑龙江,123.45,52.35
10586,黑龙江,123.55000000000001,52.35
10587,黑龙江,123.65,52.35
10588,黑龙江,123.75,52.35
10589,黑龙江,123.85,52.35
10590,黑龙江,123.95,52.35
10591,黑龙江,124.05000000000001,52.35
10592,黑龙江,124.15,52.35
10593,黑龙江,124.25,52.35
10594,黑龙江,124.35,52.35
10595,黑龙江,124.45,52.35
10596,黑龙江,124.55000000000001,52.35
10597,黑龙江,124.65,52.35
10598,黑龙江,124.75,52.35
10599,黑龙江,124.85,52.35
10600,黑龙江,124.95,52.35
10601,黑龙江,125.05000000000001,52.35
10602,黑龙江,125.15,52.35
10603,黑龙江,125.25,52.35
10604,黑龙江,125.35,52.35
10605,黑龙江,125.45,52.35
10606,黑龙江,125.55000000000001,52.35
10607,黑龙江,125.65,52.35
10608,黑龙江,125.75,52.35
10609,黑龙江,125.85,52.35
10610,黑龙江,125.95,52.35
10611,黑龙江,126.05000000000001,52.35
10612,黑龙江,126.15,52.35
10613,黑龙江,126.25,52.35
10614,黑龙江,126.35,52.35
10615,黑龙江,126.45,52.35
11187,内蒙古,120.65,52.25
11188,内蒙古,120.75,52.25
11189,内蒙古,120.85,52.25
11190,内蒙古,120.95,52.25
11191,内蒙古,121.05000000000001,52.25
11192,内蒙古,121.15,52.25
11193,内蒙古,121.25,52.25
11194,内蒙古,121.35,52.25
11195,内蒙古,121.45,52.25
11196,内蒙古,121.55000000000001,52.25
11197,内蒙古,121.65,52.25
11198,内蒙古,121.75,52.25
11199,内蒙古,121.85,52.25
11200,内蒙古,121.95,52.25
11201,内蒙古,122.05000000000001,52.25
11202,内蒙古,122.15,52.25
11203,内蒙古,122.25,52.25
11204,内蒙古,122.35,52.25
11205,内蒙古,122.45,52.25
11206,内蒙古,122.55000000000001,52.25
11207,内蒙古,122.65,52.25
11208,黑龙江,122.75,52.25
11209,黑龙江,122.85,52.25
11210,黑龙江,122.95,52.25
11211,黑龙江,123.05000000000001,52.25
11212,黑龙江,123.15,52.25
11213,黑龙江,123.25,52.25
11214,黑龙江,123.35,52.25
11215,黑龙江,123.45,52.25
11216,黑龙江,123.55000000000001,52.25
11217,黑龙江,123.65,52.25
11218,黑龙江,123.75,52.25
11219,黑龙江,123.85,52.25
11220,黑龙江,123.95,52.25
11221,黑龙江,124.05000000000001,52.25
11222,黑龙江,124.15,52.25
11223,黑龙江,124.25,52.25
11224,黑龙江,124.35,52.25
11225,黑龙江,124.45,52.25
11226,黑龙江,124.55000000000001,52.25
11227,黑龙江,124.65,52.25
11228,黑龙江,124.75,52.25
11229,黑龙江,124.85,52.25
11230,黑龙江,124.95,52.25
11231,黑龙江,125.05000000000001,52.25
11232,黑龙江,125.15,52.25
11233,黑龙江,125.25,52.25
11234,黑龙江,125.35,52.25
11235,黑龙江,125.45,52.25
11236,黑龙江,125.55000000000001,52.25
11237,黑龙江,125.65,52.25
11238,黑龙江,125.75,52.25
11239,黑龙江,125.85,52.25
11240,黑龙江,125.95,52.25
11241,黑龙江,126.05000000000001,52.25
11242,黑龙江,126.15,52.25
11243,黑龙江,126.25,52.25
11244,黑龙江,126.35,52.25
11245,黑龙江,126.45,52.25
11818,内蒙古,120.75,52.15
11819,内蒙古,120.85,52.15
11820,内蒙古,120.95,52.15
11821,内蒙古,121.05000000000001,52.15
11822,内蒙古,121.15,52.15
11823,内蒙古,121.25,52.15
11824,内蒙古,121.35,52.15
11825,内蒙古,121.45,52.15
11826,内蒙古,121.55000000000001,52.15
11827,内蒙古,121.65,52.15
11828,内蒙古,121.75,52.15
11829,内蒙古,121.85,52.15
11830,内蒙古,121.95,52.15
11831,内蒙古,122.05000000000001,52.15
11832,内蒙古,122.15,52.15
11833,内蒙古,122.25,52.15
11834,内蒙古,122.35,52.15
11835,内蒙古,122.45,52.15
11836,内蒙古,122.55000000000001,52.15
11837,内蒙古,122.65,52.15
11838,黑龙江,122.75,52.15
11839,黑龙江,122.85,52.15
11840,黑龙江,122.95,52.15
11841,黑龙江,123.05000000000001,52.15
11842,黑龙江,123.15,52.15
11843,黑龙江,123.25,52.15
11844,黑龙江,123.35,52.15
11845,黑龙江,123.45,52.15
11846,黑龙江,123.55000000000001,52.15
11847,黑龙江,123.65,52.15
11848,黑龙江,123.75,52.15
11849,黑龙江,123.85,52.15
11850,黑龙江,123.95,52.15
11851,黑龙江,124.05000000000001,52.15
11852,黑龙江,124.15,52.15
11853,黑龙江,124.25,52.15
11854,黑龙江,124.35,52.15
11855,黑龙江,124.45,52.15
11856,黑龙江,124.55000000000001,52.15
11857,黑龙江,124.65,52.15
11858,黑龙江,124.75,52.15
11859,黑龙江,124.85,52.15
11860,黑龙江,124.95,52.15
11861,黑龙江,125.05000000000001,52.15
11862,黑龙江,125.15,52.15
11863,黑龙江,125.25,52.15
11864,黑龙江,125.35,52.15
11865,黑龙江,125.45,52.15
11866,黑龙江,125.55000000000001,52.15
11867,黑龙江,125.65,52.15
11868,黑龙江,125.75,52.15
11869,黑龙江,125.85,52.15
11870,黑龙江,125.95,52.15
11871,黑龙江,126.05000000000001,52.15
11872,黑龙江,126.15,52.15
11873,黑龙江,126.25,52.15
11874,黑龙江,126.35,52.15
11875,黑龙江,126.45,52.15
11876,黑龙江,126.55000000000001,52.15
12447,内蒙古,120.65,52.05
12448,内蒙古,120.75,52.05
12449,内蒙古,120.85,52.05
12450,内蒙古,120.95,52.05
12451,内蒙古,121.05000000000001,52.05
12452,内蒙古,121.15,52.05
12453,内蒙古,121.25,52.05
12454,内蒙古,121.35,52.05
12455,内蒙古,121.45,52.05
12456,内蒙古,121.55000000000001,52.05
12457,内蒙古,121.65,52.05
12458,内蒙古,121.75,52.05
12459,内蒙古,121.85,52.05
12460,内蒙古,121.95,52.05
12461,内蒙古,122.05000000000001,52.05
12462,内蒙古,122.15,52.05
12463,内蒙古,122.25,52.05
12464,内蒙古,122.35,52.05
12465,内蒙古,122.45,52.05
12466,内蒙古,122.55000000000001,52.05
12467,黑龙江,122.65,52.05
12468,黑龙江,122.75,52.05
12469,黑龙江,122.85,52.05
12470,黑龙江,122.95,52.05
12471,黑龙江,123.05000000000001,52.05
12472,黑龙江,123.15,52.05
12473,黑龙江,123.25,52.05
12474,黑龙江,123.35,52.05
12475,黑龙江,123.45,52.05
12476,黑龙江,123.55000000000001,52.05
12477,黑龙江,123.65,52.05
12478,黑龙江,123.75,52.05
12479,黑龙江,123.85,52.05
12480,黑龙江,123.95,52.05
12481,黑龙江,124.05000000000001,52.05
12482,黑龙江,124.15,52.05
12483,黑龙江,124.25,52.05
12484,黑龙江,124.35,52.05
12485,黑龙江,124.45,52.05
12486,黑龙江,124.55000000000001,52.05
12487,黑龙江,124.65,52.05
12488,黑龙江,124.75,52.05
12489,黑龙江,124.85,52.05
12490,黑龙江,124.95,52.05
