cause,age,alpha,beta,gamma,tmrel
STROKE,40,1.932461482,0.053862692,0.306230673,4.946147315
STROKE,40,22.06005849,0.006732258,0.243425257,2.827781418
STROKE,40,254.5253902,0.000278453,0.318465235,4.990912779
STROKE,40,12.63545557,0.009930776,0.244602013,2.683716611
STROKE,40,2.877928982,0.023647315,0.371359383,5.141194125
STROKE,40,100.0347538,0.000148945,0.481899913,4.522705812
STROKE,40,17.50723461,0.0132865,0.194887396,4.289640609
STROKE,40,6.754370388,0.00703097,0.388801623,4.35471102
STROKE,40,1.624894428,0.081490075,0.315018807,5.898259558
STROKE,40,4.657953579,0.025331467,0.283093015,5.224312351
STROKE,40,2.318351332,0.051062189,0.297315385,5.227148967
STROKE,40,74.0496965,0.001869039,0.238133148,5.64971173
STROKE,40,12.56344459,0.010395923,0.257071021,5.869011147
STROKE,40,63.63437275,0.001535405,0.257970636,5.358889668
STROKE,40,97.40145412,0.001015344,0.278633168,5.08914381
STROKE,40,27.12252501,0.00175998,0.366182593,4.254252504
STROKE,40,16.09889544,0.00594531,0.294098486,2.923426745
STROKE,40,51.90848648,0.00195123,0.274372783,4.489096925
STROKE,40,24.4859542,0.002058996,0.353362511,3.045594738
STROKE,40,72.93225988,0.001284316,0.297433385,2.668662872
STROKE,40,4.725884883,0.011300464,0.352462802,2.750761504
STROKE,40,89.25805639,0.000851764,0.317769116,5.59441579
STROKE,40,75.34757872,0.000172622,0.482813381,5.261844378
STROKE,40,27.89861202,0.003640059,0.276729822,2.401106471
STROKE,40,13.81138184,0.005749742,0.297314945,5.360287773
STROKE,40,2.972731012,0.021050128,0.340926199,3.263769925
STROKE,40,150.9747507,9.13415E-05,0.4784698,4.666802139
STROKE,40,8.521014436,0.020089716,0.224037832,3.40868292
STROKE,40,3.301337458,0.02267424,0.335329215,4.712818795
STROKE,40,6.855508884,0.008023486,0.343651333,4.379578531
STROKE,40,122.9357864,0.000346534,0.367495897,3.855129427
STROKE,40,41.73291723,0.002996311,0.239736117,3.390421653
STROKE,40,121.2594271,0.000275965,0.374807476,2.77704468
STROKE,40,48.22887664,0.002650484,0.259143257,2.763165722
STROKE,40,7.292070236,0.014709313,0.258558244,4.391240665
STROKE,40,23.81785051,0.002127483,0.347799904,3.091283083
STROKE,40,2.185532794,0.017676743,0.437266987,3.686929904
STROKE,40,11.8265873,0.006419514,0.306143988,4.311781514
STROKE,40,64.4654618,0.000648775,0.37206127,2.845214584
STROKE,40,21.54295125,0.001936746,0.381845994,4.499699539
STROKE,40,53.86389084,0.00099825,0.347282396,3.027564004
STROKE,40,35.33061278,0.003636001,0.275129669,3.305654121
STROKE,40,3.463767095,0.027187283,0.302781277,3.291182167
STROKE,40,15.22894726,0.007597905,0.262148698,2.688184617
STROKE,40,15.58152711,0.005994536,0.29624124,4.165943843
STROKE,40,5.869668714,0.019053485,0.297776767,5.110422031
STROKE,40,28.39664899,0.003311043,0.279795869,5.582104504
STROKE,40,6.609029275,0.007392469,0.366245207,5.467510428
STROKE,40,10.04013434,0.007083942,0.32862921,2.73006607
STROKE,40,7.891005683,0.006030612,0.346700926,3.331221877
STROKE,40,91.73814701,0.001439638,0.228745138,2.470865712
STROKE,40,210.4035567,0.000606604,0.244925835,3.718718235
STROKE,40,9.711363086,0.008374679,0.311092915,3.582780583
STROKE,40,71.99006665,0.000581525,0.368641618,4.651805499
STROKE,40,7.219653652,0.008433331,0.343147628,4.569574229
STROKE,40,13.48422042,0.003520646,0.376514025,4.317953236
STROKE,40,4.085792177,0.008616546,0.446326355,4.568454805
STROKE,40,8.13706869,0.007411791,0.359991253,3.644354528
STROKE,40,109.9340957,0.000809273,0.268783383,4.842088823
STROKE,40,5.684414739,0.012107827,0.325355985,5.18539451
STROKE,40,105.3500774,0.000471495,0.345722282,4.450054702
STROKE,40,1.693270097,0.139170209,0.232289491,5.146565638
STROKE,40,22.8890816,0.001805886,0.357268853,2.454890136
STROKE,40,29.26564839,0.001907064,0.349754643,3.293286041
STROKE,40,7.431394101,0.007060195,0.336770979,4.640137214
STROKE,40,173.0747693,0.000289035,0.353464038,4.860698357
STROKE,40,27.2511482,0.001373638,0.366277766,2.927601317
STROKE,40,3.996043316,0.001508927,0.597212407,5.707898505
STROKE,40,76.67979334,0.001126951,0.281717376,3.017747649
STROKE,40,27.39638939,0.000909959,0.428244134,3.904763764
STROKE,40,8.480490688,0.007032287,0.345734339,4.136385904
STROKE,40,29.0670232,0.002645342,0.295777324,3.983588834
STROKE,40,5.648734263,0.010302876,0.338039757,3.108480887
STROKE,40,7.513842912,0.007873803,0.359264137,3.744602279
STROKE,40,3.408655607,0.032314081,0.292468326,4.206643455
STROKE,40,5.210868344,0.006992862,0.406323738,4.180234968
STROKE,40,27.8534526,0.004088891,0.25625521,2.499089845
STROKE,40,50.49675751,0.001677295,0.293765067,3.421540095
STROKE,40,48.84236118,0.002744365,0.250081889,4.49064158
STROKE,40,9.095473584,0.00234926,0.447738219,3.081779361
STROKE,40,14.18502706,0.004142146,0.315025087,3.537227673
STROKE,40,66.63895871,0.000368111,0.422983909,4.138813989
STROKE,40,2.543958089,0.134973129,0.156928363,5.088631848
STROKE,40,3.982807725,0.024012975,0.298209869,3.902301617
STROKE,40,27.79135791,0.010921606,0.160435224,4.898983631
STROKE,40,27.82484057,0.001269853,0.399092599,3.800690339
STROKE,40,16.70442337,0.007424836,0.255771017,3.457043058
STROKE,40,14.39115345,0.002023772,0.40245804,3.059321409
STROKE,40,3.20005785,0.003058203,0.526616642,3.674561543
STROKE,40,24.30958025,0.000489388,0.506461628,2.844290268
STROKE,40,30.19117522,0.001214104,0.382029378,3.83615143
STROKE,40,4.258071929,0.010935951,0.364998724,3.804867458
STROKE,40,10.42227749,0.01181493,0.267382914,5.500691546
STROKE,40,13.26920552,0.007383023,0.284992224,2.760513659
STROKE,40,156.5878624,0.000780474,0.264126455,5.891291363
STROKE,40,11.08512898,0.006549285,0.315319881,3.830086446
STROKE,40,12.36078807,0.011181174,0.233484387,3.374954534
STROKE,40,6.73433531,0.008232234,0.347625335,3.068819222
STROKE,40,146.7811887,0.000125419,0.446832197,3.978525049
STROKE,40,30.85601495,0.002027184,0.328636894,5.03888163
STROKE,40,30.58999023,0.001284177,0.374783709,5.639714657
STROKE,40,18.62808931,0.002302928,0.36815568,3.554889984
STROKE,40,6.187172163,0.008488056,0.36158248,2.540749227
STROKE,40,10.60738675,0.001026005,0.511543903,4.548366122
STROKE,40,6.097342518,0.003461924,0.454930856,5.867813689
STROKE,40,13.17245017,0.004439606,0.326441133,3.603237118
STROKE,40,4.632184225,0.024595675,0.284923001,4.124208778
STROKE,40,56.80649227,0.002520282,0.231638867,5.261388942
STROKE,40,2.321161351,0.035291996,0.338188611,3.388843381
STROKE,40,90.42984239,0.000365775,0.400513372,4.466968325
STROKE,40,1.516213838,0.075389429,0.311530056,2.495711361
STROKE,40,90.78837703,0.000812603,0.320113839,4.334050854
STROKE,40,39.86607996,0.0006909,0.404242862,5.277642326
STROKE,40,59.81090851,0.001223428,0.293102283,3.952349142
STROKE,40,3.090875042,0.019527411,0.362573737,3.650462563
STROKE,40,36.07468172,0.002634021,0.298520047,3.215829476
STROKE,40,61.28924577,0.001262467,0.320554737,4.479877476
STROKE,40,5.62361912,0.04047466,0.203280781,5.409348798
STROKE,40,2.809504876,0.044608759,0.26528246,5.474446962
STROKE,40,3.683178142,0.012671243,0.36677589,3.052971362
STROKE,40,5.668043945,0.014131346,0.313588032,5.60690231
STROKE,40,11.92032512,0.004994656,0.332207191,5.576230177
STROKE,40,6.309294655,0.014568281,0.270669339,3.035155049
STROKE,40,24.6648476,0.001600999,0.387454192,4.859593222
STROKE,40,25.21216746,0.001529603,0.391528473,4.737374034
STROKE,40,29.39750726,0.000906506,0.415325376,5.143609323
STROKE,40,2.987215821,0.010533693,0.417244034,3.94782031
STROKE,40,42.9140284,0.001956525,0.292887874,2.600414879
STROKE,40,46.25021346,0.002437393,0.272336459,3.579642312
STROKE,40,1.450038762,0.068580963,0.365514796,4.699654284
STROKE,40,16.34492502,0.010437941,0.216134003,3.083026877
STROKE,40,8.025749089,0.008573211,0.332810926,3.128777592
STROKE,40,130.1941988,0.001521982,0.202327999,4.10973084
STROKE,40,12.67600763,0.007020936,0.288953204,3.463908959
STROKE,40,39.50825889,0.001107118,0.362901634,3.173697998
STROKE,40,69.00001279,0.001871357,0.236150145,4.948235648
STROKE,40,6.78867513,0.014329845,0.274039017,5.373817796
STROKE,40,14.86537738,0.005653648,0.303499397,4.898168265
STROKE,40,1.938529631,0.076461566,0.288268774,2.706449558
STROKE,40,9.199136611,0.016504408,0.228783355,4.603902373
STROKE,40,14.61447046,0.002361871,0.392146784,5.180053766
STROKE,40,154.2620631,0.000589249,0.291070906,4.731988471
STROKE,40,9.750520833,0.006744796,0.325494832,5.304740403
STROKE,40,6.265728083,0.015851352,0.294440845,2.565645897
STROKE,40,7.662033071,0.015403452,0.285242664,3.844984577
STROKE,40,62.5300025,0.000371308,0.449242182,4.598424015
STROKE,40,23.70911977,0.004350926,0.263631381,5.72655973
STROKE,40,13.56999841,0.003292999,0.364433469,3.216723964
STROKE,40,11.89464755,0.0036641,0.369587542,5.054210434
STROKE,40,29.69300981,0.001571713,0.344891553,5.341432606
STROKE,40,24.45700444,0.004435439,0.256842242,3.415793948
STROKE,40,98.25734546,0.001114947,0.290872282,3.791484824
STROKE,40,4.370355748,0.028858059,0.271317495,5.869362612
STROKE,40,2.021373277,0.008592511,0.523722488,2.743463509
STROKE,40,8.784904202,0.012610007,0.264702792,4.157550632
STROKE,40,38.0932341,0.002221823,0.285836743,4.455655018
STROKE,40,5.179614046,0.002915059,0.48878408,5.086660975
STROKE,40,3.892818762,0.029593868,0.289659612,4.096759771
STROKE,40,7.04154351,0.002340606,0.480851479,3.785542341
STROKE,40,35.73608656,0.001902598,0.312295146,3.786454033
STROKE,40,69.13535068,0.001897537,0.248857136,4.185146198
STROKE,40,22.88044931,0.002960245,0.33047429,4.432131545
STROKE,40,34.39103123,0.000620633,0.438465588,5.335984964
STROKE,40,28.44631428,0.00156064,0.365212786,4.564693475
STROKE,40,132.9183436,0.000614437,0.301250682,5.555850099
STROKE,40,21.34011874,0.002393614,0.358266885,3.904254931
STROKE,40,37.0174509,0.002706876,0.275328686,4.796513739
STROKE,40,16.51062855,0.006348186,0.27942218,5.770535053
STROKE,40,76.84574114,0.000546186,0.355607535,5.657955689
STROKE,40,1.654836527,0.06131186,0.323850332,5.548963635
STROKE,40,29.13875167,0.003545169,0.271730744,4.940138066
STROKE,40,7.292438178,0.029989843,0.194308817,5.446001652
STROKE,40,13.48136656,0.005220541,0.335189966,4.242945375
STROKE,40,10.0697389,0.007229217,0.319230258,5.730843401
STROKE,40,16.46618617,0.009241071,0.234012687,4.591905053
STROKE,40,53.12229322,0.000566828,0.39696965,5.22341546
STROKE,40,1.981348713,0.032677537,0.37549532,3.485092215
STROKE,40,77.05311882,0.001204075,0.297094711,2.698358144
STROKE,40,4.908886401,0.026614867,0.254457534,5.842578522
STROKE,40,17.61754515,0.004039522,0.319689768,2.461704181
STROKE,40,41.92730473,0.001522253,0.327427572,3.426138827
STROKE,40,1.180987044,0.046193338,0.456029449,5.102454559
STROKE,40,136.5246404,0.000834189,0.246185212,4.443733045
STROKE,40,21.3170072,0.011099695,0.173705886,5.754789019
STROKE,40,74.7161424,0.002934051,0.189158991,4.016036613
STROKE,40,10.78601837,0.006579587,0.333134496,5.341734557
STROKE,40,1.640415616,0.077611381,0.321137729,5.835452197
STROKE,40,6.557641237,0.01083891,0.31597702,5.868696844
STROKE,40,5.123238841,0.014891988,0.31949117,2.808501638
STROKE,40,12.46042279,0.008268287,0.275392676,5.736137937
STROKE,40,39.59229397,0.002469601,0.2797661,3.851030075
STROKE,40,30.74913264,0.001338095,0.357412183,3.865455121
STROKE,40,2.848903139,0.015808548,0.390179956,2.810387953
STROKE,40,9.086489766,0.011054115,0.280963905,4.907856445
STROKE,40,81.38126861,0.00021467,0.458118877,5.78517028
STROKE,40,3.972397176,0.04061042,0.242909758,3.776728673
STROKE,40,39.79561989,0.003574645,0.256260543,5.470523605
STROKE,40,17.64856318,0.001368315,0.448092777,3.244932157
STROKE,40,23.92974368,0.003017462,0.313205163,4.964086939
STROKE,40,115.3277508,0.00058173,0.325693512,3.259059346
STROKE,40,17.27567018,0.004850261,0.296383015,4.704393762
STROKE,40,17.06106678,0.003906257,0.322169523,5.099529776
STROKE,40,10.37662895,0.01296673,0.250540998,2.639603029
STROKE,40,51.51224861,0.001438055,0.315293859,3.503977047
STROKE,40,79.05152575,0.000832569,0.335498806,4.247994407
STROKE,40,4.263593157,0.009995006,0.387402374,5.766557143
STROKE,40,4.904508516,0.008719219,0.37890556,3.481406393
STROKE,40,31.45044949,0.005086785,0.247912365,4.339751936
STROKE,40,2.522523721,0.000767089,0.734933199,3.266264154
STROKE,40,24.46303538,0.00722792,0.219396357,5.359083809
STROKE,40,10.1143225,0.008289534,0.295984388,3.349447315
STROKE,40,20.36244429,0.007504173,0.218675463,4.260161684
STROKE,40,4.147862401,0.018623327,0.34499036,5.518612612
STROKE,40,4.18326962,0.015128159,0.337301616,2.482087658
STROKE,40,3.330079651,0.005944229,0.473413024,3.03758014
STROKE,40,32.30803677,0.001862053,0.328629302,5.889917386
STROKE,40,3.702872255,0.014771089,0.387749483,3.02154859
STROKE,40,3.720213752,0.021242654,0.33002982,5.456623863
STROKE,40,4.504871433,0.010120089,0.38778474,4.651937323
STROKE,40,12.15681154,0.006663329,0.29873883,2.843350062
STROKE,40,2.644579063,0.047769568,0.273773607,3.888519078
STROKE,40,29.81355512,0.006918387,0.20074779,3.763756213
STROKE,40,151.1701405,0.000173153,0.420993532,2.633516306
STROKE,40,24.29298186,0.004293762,0.275292176,4.130898396
STROKE,40,5.367131089,0.011240087,0.347275977,5.485899397
STROKE,40,10.43497676,0.009352525,0.279467367,4.721020519
STROKE,40,21.17058113,0.002113134,0.370260419,2.578755501
STROKE,40,15.85832714,0.000813454,0.48665484,5.700045714
STROKE,40,11.62351817,0.002287894,0.410246216,5.032420981
STROKE,40,6.380115674,0.016391926,0.282893458,3.67290655
STROKE,40,3.48960605,0.04067796,0.270086452,4.136322891
STROKE,40,51.03503215,0.00144574,0.316912931,5.330414086
STROKE,40,7.484788703,0.006662657,0.363965052,4.204144997
STROKE,40,6.70282684,0.033077718,0.217707766,2.632832186
STROKE,40,4.596096782,0.002628659,0.532297689,5.218885566
STROKE,40,6.936859876,0.019743055,0.259461144,3.501043012
STROKE,40,26.1215172,0.003296945,0.293620517,5.051814528
STROKE,40,5.148067729,0.008264201,0.384410254,2.899886095
STROKE,40,158.657807,0.000269735,0.373854428,2.841438375
STROKE,40,8.803707627,0.008903409,0.302434979,3.435047828
STROKE,40,35.48031981,0.002581471,0.293950101,3.330827781
STROKE,40,15.58728414,0.006525712,0.281401309,3.104192355
STROKE,40,194.2247809,0.00065184,0.253532717,2.620024451
STROKE,40,5.175959718,0.003596021,0.479757891,3.32139743
STROKE,40,40.21542938,0.003831157,0.233179578,2.960185319
STROKE,40,16.27824715,0.008938809,0.231483646,4.52951672
STROKE,40,5.681090864,0.022468954,0.260646639,5.019261955
STROKE,40,2.683367878,0.010830666,0.436698019,3.011326975
STROKE,40,36.18227049,0.003859932,0.258439089,4.528390954
STROKE,40,55.22972674,0.00583267,0.150844106,3.325876317
STROKE,40,12.96417276,0.005678322,0.310700028,2.814620673
STROKE,40,164.1274921,0.000379322,0.338337909,2.445184171
STROKE,40,3.844399996,0.018881019,0.323800082,4.245552727
STROKE,40,54.04517942,0.001802247,0.279755968,3.228872498
STROKE,40,6.641900213,0.003284951,0.452366199,3.256623676
STROKE,40,74.23702056,0.003635872,0.164057327,5.837412785
STROKE,40,23.97216075,0.004304264,0.252804901,4.172610956
STROKE,40,3.728424145,0.009509973,0.405622427,3.977616173
STROKE,40,92.02902306,0.000390979,0.408440631,2.994829709
STROKE,40,22.47612257,0.003119094,0.32560341,3.506599964
STROKE,40,3.626686175,0.036625377,0.25957762,4.28410376
STROKE,40,5.414998577,0.003030109,0.481933463,5.273687715
STROKE,40,28.22650103,0.005648162,0.226702489,4.528802447
STROKE,40,30.70640399,0.001609386,0.34005309,4.446443798
STROKE,40,30.09604779,0.002990231,0.281407475,4.528933989
STROKE,40,7.718634123,0.003415301,0.436658595,2.515279181
STROKE,40,2.774656755,0.03563006,0.296661479,2.403929735
STROKE,40,2.750605843,0.029492266,0.323192793,5.600088786
STROKE,40,3.279035388,0.025432315,0.322147921,3.0913695
STROKE,40,9.191578772,0.008058758,0.313995218,2.545022586
STROKE,40,86.08773349,0.000310756,0.40472297,3.69582334
STROKE,40,4.266113925,0.015039449,0.345114462,3.979299001
STROKE,40,2.03914382,0.064134577,0.285494662,4.912296393
STROKE,40,2.383882878,0.01759398,0.399147078,4.036719423
STROKE,40,49.00144244,0.000810192,0.376559921,3.466187965
STROKE,40,14.27305401,0.012459119,0.225097136,3.060950484
STROKE,40,5.854926689,0.019367861,0.270457591,5.124244419
STROKE,40,10.49795314,0.004669186,0.359876315,4.437394035
STROKE,40,90.35072237,0.000614601,0.346707796,5.709873387
STROKE,40,22.98883577,0.006422465,0.231002946,5.203152294
STROKE,40,1.971743034,0.04426711,0.362224749,2.494391539
STROKE,40,3.673320541,0.028754524,0.288102758,4.527378518
STROKE,40,6.485320075,0.005606625,0.384904451,5.565788151
STROKE,40,25.38910626,0.001943618,0.375043176,2.601628126
STROKE,40,3.78516093,0.01401016,0.370368882,5.614885566
STROKE,40,130.4666157,0.00040571,0.340365684,3.48112168
STROKE,40,111.2388839,0.001071991,0.236150329,3.466819605
STROKE,40,5.125270781,0.02103961,0.281179244,3.517219773
STROKE,40,29.84737633,0.004103252,0.227888822,4.718928335
STROKE,40,5.593129673,0.010679504,0.351074887,4.623871583
STROKE,40,121.5064346,0.000249429,0.405724922,3.240028838
STROKE,40,19.89868046,0.002232081,0.361305211,4.003836142
STROKE,40,7.835608663,0.008266008,0.340186837,4.106255786
STROKE,40,112.0552725,0.000883262,0.268827673,4.022152297
STROKE,40,67.95038495,0.001741682,0.258060773,3.557202094
STROKE,40,7.107339073,0.011004096,0.30654083,3.603215527
STROKE,40,31.77003064,0.001161876,0.394523545,4.882226785
STROKE,40,47.7343676,0.000459187,0.441269307,2.69787038
STROKE,40,22.82574403,0.005700064,0.237652391,4.665277419
STROKE,40,12.47325657,0.00688494,0.289051435,3.994823453
STROKE,40,21.60634142,0.003714421,0.306418631,3.749390706
STROKE,40,21.31995319,0.007576541,0.237110939,4.114470941
STROKE,40,115.7530492,0.001018555,0.252314502,2.812214949
STROKE,40,62.40950423,0.000566231,0.377040932,5.352993288
STROKE,40,75.79996218,0.000929049,0.314822195,4.257480972
STROKE,40,7.671465929,0.01007062,0.302001652,5.084050681
STROKE,40,25.14874849,0.004069822,0.263237269,2.915410696
STROKE,40,19.17505991,0.002413377,0.349896435,4.456646064
STROKE,40,14.52709763,0.002944881,0.356637327,3.36849759
STROKE,40,6.493148164,0.002228478,0.487216683,3.221135644
STROKE,40,174.601784,0.00068034,0.26643331,5.302163042
STROKE,40,4.684314726,0.022730264,0.304700663,4.435123326
STROKE,40,3.754023538,0.029687931,0.292079093,4.402260319
STROKE,40,104.2782438,0.000223381,0.434286171,3.68942057
STROKE,40,114.5299381,0.000973271,0.264864562,4.04118553
STROKE,40,5.335606864,0.018064068,0.28189494,3.965342422
STROKE,40,86.72206638,0.000487637,0.3737588,4.527952339
STROKE,40,21.40393779,0.004106232,0.288021367,3.994873917
STROKE,40,40.66649481,0.002473799,0.26617675,4.442365126
STROKE,40,31.82983248,0.002184674,0.320398004,3.684495198
STROKE,40,18.93539891,0.005323898,0.292817967,4.927190847
STROKE,40,12.95763035,0.00061777,0.562678479,5.377421346
STROKE,40,81.51897922,0.001283231,0.27684335,2.948472416
STROKE,40,4.838707434,0.013126531,0.350310165,2.649850964
STROKE,40,34.72460332,0.003090484,0.258247059,3.53717273
STROKE,40,2.35617602,0.037443964,0.343286,4.633884731
STROKE,40,22.8320228,0.004397184,0.28237754,3.750689134
STROKE,40,14.27922465,0.011875904,0.228119099,4.495087425
STROKE,40,73.41529165,0.000630975,0.357549024,5.19765284
STROKE,40,128.5500756,0.001198523,0.230197885,2.616499198
STROKE,40,59.87869029,0.001458225,0.297204288,4.046817484
STROKE,40,2.784289412,0.029534937,0.31735197,5.286577953
STROKE,40,6.038375675,0.014179218,0.305562762,5.253020965
STROKE,40,3.545473457,0.008924988,0.42469092,4.380558121
STROKE,40,10.39406693,0.002687873,0.421762958,5.456682215
STROKE,40,8.476668074,0.018943952,0.226659664,4.321576176
STROKE,40,7.227928947,0.01216573,0.290132435,4.673583522
STROKE,40,15.13205303,0.006482948,0.289585809,5.348307536
STROKE,40,9.005735215,0.020817251,0.225104063,3.099807093
STROKE,40,11.09782609,0.007037753,0.312421574,4.473406707
STROKE,40,49.74963922,0.000373581,0.452389444,2.804312333
STROKE,40,2.36797078,0.055957392,0.289351563,2.854617547
STROKE,40,4.433534287,0.017683489,0.319611007,3.764301812
STROKE,40,5.717158278,0.004821428,0.442530717,5.389721194
STROKE,40,60.75107519,0.000485935,0.411365204,4.354621308
STROKE,40,3.597737309,0.04023977,0.2759611,4.756284693
STROKE,40,6.413480624,0.020411849,0.276209534,2.856143411
STROKE,40,2.688762165,0.049914152,0.285837806,5.325942665
STROKE,40,76.60860856,0.000813744,0.320466417,4.525210127
STROKE,40,10.16499066,0.002521738,0.422433763,3.82205767
STROKE,40,8.491374009,0.0056996,0.361634541,5.405590791
STROKE,40,117.0544367,0.00064428,0.301635741,3.887165266
STROKE,40,76.29250238,0.00063239,0.35372929,4.746080587
STROKE,40,40.90046581,0.006264848,0.180893348,5.425480294
STROKE,40,13.9957156,0.005578929,0.310463035,4.618544281
STROKE,40,3.467437589,0.01771318,0.324411209,2.585974297
STROKE,40,16.75403201,0.011279819,0.219175983,4.596051793
STROKE,40,62.0644475,0.000690996,0.35989734,5.179094576
STROKE,40,14.04630898,0.006064401,0.287138156,3.581266097
STROKE,40,63.49512854,0.000824469,0.34955172,4.654893214
STROKE,40,31.29859476,0.002044926,0.335734328,3.577812969
STROKE,40,4.27083252,0.015693605,0.33985266,5.20437602
STROKE,40,16.37550609,0.006674921,0.293886199,2.731549112
STROKE,40,16.51417314,0.001950435,0.399854131,5.007391689
STROKE,40,8.579241892,0.007175002,0.343404919,5.869821426
STROKE,40,12.08523865,0.001980313,0.42712848,4.59478451
STROKE,40,51.07312339,0.001193056,0.340266045,3.069169661
STROKE,40,2.734002871,0.06462092,0.266819285,5.419875436
STROKE,40,5.27303068,0.033201978,0.216615849,4.261978502
STROKE,40,17.51328372,0.005291669,0.293430033,4.114010887
STROKE,40,60.66055451,0.000633674,0.386815298,2.405159675
STROKE,40,329.4352165,0.000210369,0.320995096,2.531679724
STROKE,40,53.54388056,0.001139434,0.313985556,5.841023311
STROKE,40,37.69997514,0.001377977,0.344267549,3.022721632
STROKE,40,32.28112855,0.000995654,0.385866877,4.655019976
STROKE,40,7.438969732,0.004893647,0.397532324,4.833989954
STROKE,40,36.60632417,0.001672811,0.333424555,3.116784392
STROKE,40,17.60479213,0.005350348,0.276975821,2.55116305
STROKE,40,32.95769664,0.003965398,0.259889692,4.539267862
STROKE,40,34.50280014,0.002034075,0.318494483,4.392109181
STROKE,40,5.662249087,0.018042436,0.294361265,5.044411751
STROKE,40,9.126604107,0.009398018,0.294261014,4.547314845
STROKE,40,80.15108713,0.002019505,0.221695902,5.080495468
STROKE,40,10.78234901,0.000335373,0.628481412,4.415072033
STROKE,40,16.92593456,0.002739022,0.361810689,3.023161037
STROKE,40,49.03495866,0.000926565,0.376979263,5.671715103
STROKE,40,1.695229332,0.048996061,0.327082991,5.841400495
STROKE,40,4.994777714,0.01979492,0.291511874,3.470740629
STROKE,40,132.5008826,0.000726538,0.291041609,5.449085073
STROKE,40,9.817547875,0.007402687,0.311893226,3.856328557
STROKE,40,10.46344816,0.003182502,0.388031766,5.092212209
STROKE,40,152.4369119,0.000324257,0.371436245,3.445736731
STROKE,40,11.09638654,0.00508854,0.343438412,3.485581725
STROKE,40,12.62943089,0.011302473,0.258901601,5.2160489
STROKE,40,98.4380918,0.000687495,0.326946082,4.532106582
STROKE,40,7.3459225,0.006950322,0.340877434,4.030387934
STROKE,40,12.113873,0.000539431,0.571351768,5.576327794
STROKE,40,4.080402937,0.001610687,0.596531203,5.682751258
STROKE,40,7.499160174,0.007317295,0.327870832,5.567065412
STROKE,40,16.47630219,0.002752672,0.375416592,3.915814852
STROKE,40,257.7841131,0.000336827,0.286495071,3.655118659
STROKE,40,6.016151904,0.021090404,0.256751934,3.037555212
STROKE,40,20.85341348,0.004082055,0.301776081,2.732688951
STROKE,40,4.802199438,0.011627456,0.358177356,3.496641571
STROKE,40,45.28549886,0.003468599,0.235431695,4.149008729
STROKE,40,3.99888294,0.010670002,0.397025707,5.34752942
STROKE,40,24.52104997,0.004140942,0.279234745,2.67328018
STROKE,40,2.68288121,0.029612667,0.33399183,2.728329184
STROKE,40,22.48219544,0.004783861,0.261252375,3.455220752
STROKE,40,13.94445138,0.00167164,0.432944011,4.778339686
STROKE,40,5.522736458,0.013447421,0.316192488,2.735113081
STROKE,40,15.01040728,0.003743624,0.349703253,5.347147546
STROKE,40,25.33525488,0.006051391,0.239022414,4.62279247
STROKE,40,12.70783544,0.007685032,0.303126444,3.908742255
STROKE,40,13.26108048,0.007654827,0.288929728,5.2144334
STROKE,40,103.6790933,0.000464712,0.351555251,4.789062261
STROKE,40,36.06337144,0.003961653,0.224254861,3.776284943
STROKE,40,14.36563887,0.00444773,0.329723451,4.990039565
STROKE,40,2.395100885,0.040167882,0.326326361,5.637355749
STROKE,40,17.77601412,0.00451066,0.307528899,3.599216636
STROKE,40,8.488338993,0.012281416,0.255382615,5.058107187
STROKE,40,36.32497,0.001899005,0.331483212,4.401548179
STROKE,40,6.079410586,0.018008456,0.276895113,3.026647485
STROKE,40,93.24176335,0.00053857,0.370030081,3.061153986
STROKE,40,43.44534426,0.001347235,0.344771805,2.650389656
STROKE,40,13.80231884,0.002391296,0.413158973,4.800089737
STROKE,40,5.966860801,0.031083474,0.210986087,5.069292711
STROKE,40,117.253891,0.000557612,0.318503333,2.917866067
STROKE,40,20.7426545,0.000523653,0.511523044,4.613575394
STROKE,40,75.85008907,0.00042704,0.391532016,5.509688591
STROKE,40,7.292814816,0.001455226,0.536343895,4.218471375
STROKE,40,2.862440933,0.026603719,0.334818977,3.248402047
STROKE,40,19.32063221,0.003997068,0.313214737,5.267546561
STROKE,40,16.72144615,0.005561659,0.291347322,3.7893905
STROKE,40,6.864519354,0.007617439,0.382745998,4.857084037
STROKE,40,11.92338868,0.00855071,0.282210605,3.689716491
STROKE,40,102.7491847,0.000799749,0.301820736,5.425780558
STROKE,40,65.44890273,0.001305508,0.285230727,3.553386968
STROKE,40,3.527331621,0.005342517,0.476311258,5.220928858
STROKE,40,6.764134978,0.017523897,0.27293624,5.168895693
STROKE,40,5.917454506,0.011407088,0.347221745,5.063272932
STROKE,40,6.195937516,0.010730897,0.305520188,5.198317843
STROKE,40,335.4469544,0.00022263,0.312645513,4.146034266
STROKE,40,13.01260849,0.010325072,0.256852983,5.463929008
STROKE,40,23.47388349,0.005779709,0.240115897,4.371553311
STROKE,40,79.26277015,0.000600605,0.362638176,5.089930324
STROKE,40,3.630138466,0.048160019,0.235639234,4.480050134
STROKE,40,8.897969145,0.001716547,0.496061741,3.167684693
STROKE,40,11.86670332,0.002750647,0.396259877,2.966490563
STROKE,40,9.809069252,0.007207068,0.318536643,3.809246099
STROKE,40,9.38856514,0.014261106,0.255332726,4.632397036
