x,y,Country
28.19,99.3,CHN
28.22,99.58,CHN
28.24,99.85,CHN
28.26,100.12,CHN
28.28,100.39,CHN
28.3,100.67,CHN
28.31,100.94,CHN
28.33,101.21,CHN
28.35,101.49,CHN
28.36,101.76,CHN
28.38,102.03,CHN
28.39,102.31,CHN
28.4,102.58,CHN
28.42,102.85,CHN
28.43,103.13,CHN
28.44,103.4,CHN
28.45,103.68,CHN
28.46,103.95,CHN
28.47,104.22,CHN
28.47,104.5,CHN
28.48,104.77,CHN
28.49,105.05,CHN
28.49,105.32,CHN
28.49,105.6,CHN
28.5,105.87,CHN
28.5,106.14,CHN
28.5,106.42,CHN
28.5,106.69,CHN
28.5,106.97,CHN
28.5,107.24,CHN
28.5,107.52,CHN
28.5,107.79,CHN
28.49,108.07,CHN
28.49,108.34,CHN
28.48,108.61,CHN
28.48,108.89,CHN
28.47,109.16,CHN
28.46,109.44,CHN
28.46,109.71,CHN
28.45,109.99,CHN
28.44,110.26,CHN
28.43,110.53,CHN
28.41,110.81,CHN
28.4,111.08,CHN
28.39,111.36,CHN
28.37,111.63,CHN
28.36,111.9,CHN
28.34,112.18,CHN
28.33,112.45,CHN
28.31,112.72,CHN
28.29,112.99,CHN
28.27,113.27,CHN
28.25,113.54,CHN
28.23,113.81,CHN
28.21,114.08,CHN
28.19,114.36,CHN
28.16,114.63,CHN
28.14,114.9,CHN
28.12,115.17,CHN
28.09,115.44,CHN
28.06,115.72,CHN
28.04,115.99,CHN
28.01,116.26,CHN
27.98,116.53,CHN
27.95,116.8,CHN
27.92,117.07,CHN
27.89,117.34,CHN
27.86,117.61,CHN
27.82,117.88,CHN
27.79,118.15,CHN
27.76,118.41,CHN
27.72,118.68,CHN
27.68,118.95,CHN
27.65,119.22,CHN
27.61,119.49,CHN
27.57,119.76,CHN
27.53,120.02,CHN
27.49,120.29,CHN
27.45,120.56,CHN
27.41,120.82,CHN
27.37,121.09,CHN
27.33,121.35,CHN
27.28,121.62,CHN
27.24,121.88,CHN
27.19,122.15,CHN
27.15,122.41,CHN
27.1,122.68,CHN
27.05,122.94,CHN
27,123.2,CHN
26.95,123.47,CHN
26.9,123.73,CHN
26.85,123.99,CHN
26.8,124.25,CHN
26.75,124.52,CHN
26.7,124.78,CHN
26.64,125.04,CHN
26.59,125.3,CHN
26.53,125.56,CHN
26.48,125.82,CHN
26.42,126.08,CHN
26.36,126.33,CHN
26.31,126.59,CHN
26.25,126.85,CHN
26.19,127.11,CHN
26.13,127.37,CHN
26.07,127.62,CHN
26.01,127.88,CHN
25.94,128.13,CHN
24.24,78.71,CHN
24.32,78.95,CHN
24.4,79.2,CHN
24.48,79.44,CHN
24.56,79.68,CHN
24.64,79.93,CHN
24.72,80.18,CHN
24.79,80.42,CHN
24.87,80.67,CHN
24.95,80.92,CHN
25.02,81.16,CHN
25.1,81.41,CHN
25.17,81.66,CHN
25.24,81.91,CHN
25.31,82.16,CHN
25.39,82.41,CHN
25.46,82.66,CHN
25.53,82.91,CHN
25.6,83.17,CHN
25.66,83.42,CHN
25.73,83.67,CHN
25.8,83.92,CHN
25.87,84.18,CHN
25.93,84.43,CHN
26,84.69,CHN
26.06,84.94,CHN
26.13,85.2,CHN
26.19,85.45,CHN
26.25,85.71,CHN
26.31,85.97,CHN
26.38,86.22,CHN
26.44,86.48,CHN
26.49,86.74,CHN
26.55,87,CHN
26.61,87.26,CHN
26.67,87.52,CHN
26.73,87.78,CHN
26.78,88.04,CHN
26.84,88.3,CHN
26.89,88.56,CHN
26.94,88.82,CHN
27,89.08,CHN
27.05,89.35,CHN
27.1,89.61,CHN
27.15,89.87,CHN
27.2,90.14,CHN
27.25,90.4,CHN
27.3,90.66,CHN
27.35,90.93,CHN
27.39,91.19,CHN
27.44,91.46,CHN
27.49,91.72,CHN
27.53,91.99,CHN
27.57,92.26,CHN
27.62,92.52,CHN
27.66,92.79,CHN
27.7,93.06,CHN
27.74,93.33,CHN
27.78,93.59,CHN
27.82,93.86,CHN
27.86,94.13,CHN
27.9,94.4,CHN
27.93,94.67,CHN
27.97,94.94,CHN
28,95.21,CHN
28.04,95.48,CHN
28.07,95.75,CHN
28.1,96.02,CHN
28.14,96.29,CHN
28.17,96.56,CHN
28.2,96.83,CHN
28.23,97.1,CHN
28.25,97.37,CHN
28.28,97.64,CHN
28.31,97.92,CHN
28.34,98.19,CHN
28.36,98.46,CHN
28.39,98.73,CHN
28.41,99.01,CHN
28.43,99.28,CHN
28.46,99.55,CHN
28.48,99.83,CHN
28.5,100.1,CHN
28.52,100.37,CHN
28.54,100.65,CHN
28.55,100.92,CHN
28.57,101.19,CHN
28.59,101.47,CHN
28.6,101.74,CHN
28.62,102.02,CHN
28.63,102.29,CHN
28.65,102.57,CHN
28.66,102.84,CHN
28.67,103.12,CHN
28.68,103.39,CHN
28.69,103.67,CHN
28.7,103.94,CHN
28.71,104.22,CHN
28.71,104.49,CHN
28.72,104.77,CHN
28.73,105.04,CHN
28.73,105.32,CHN
28.74,105.59,CHN
28.74,105.87,CHN
28.74,106.14,CHN
28.74,106.42,CHN
28.74,106.69,CHN
28.74,106.97,CHN
28.74,107.24,CHN
28.74,107.52,CHN
28.74,107.8,CHN
28.73,108.07,CHN
28.73,108.35,CHN
28.73,108.62,CHN
28.72,108.9,CHN
28.71,109.17,CHN
28.7,109.45,CHN
28.7,109.72,CHN
28.69,110,CHN
28.68,110.27,CHN
28.67,110.55,CHN
28.65,110.82,CHN
28.64,111.1,CHN
28.63,111.37,CHN
28.61,111.65,CHN
28.6,111.92,CHN
28.58,112.19,CHN
28.57,112.47,CHN
28.55,112.74,CHN
28.53,113.02,CHN
28.51,113.29,CHN
28.49,113.56,CHN
28.47,113.84,CHN
28.45,114.11,CHN
28.43,114.38,CHN
28.4,114.66,CHN
28.38,114.93,CHN
28.36,115.2,CHN
28.33,115.47,CHN
28.3,115.75,CHN
28.28,116.02,CHN
28.25,116.29,CHN
28.22,116.56,CHN
28.19,116.83,CHN
28.16,117.1,CHN
28.13,117.37,CHN
28.09,117.64,CHN
28.06,117.91,CHN
28.03,118.18,CHN
27.99,118.45,CHN
27.96,118.72,CHN
27.92,118.99,CHN
27.89,119.26,CHN
27.85,119.53,CHN
27.81,119.8,CHN
27.77,120.07,CHN
27.73,120.33,CHN
27.69,120.6,CHN
27.65,120.87,CHN
27.61,121.14,CHN
27.56,121.4,CHN
27.52,121.67,CHN
27.47,121.93,CHN
27.43,122.2,CHN
27.38,122.47,CHN
27.33,122.73,CHN
27.29,123,CHN
27.24,123.26,CHN
27.19,123.52,CHN
27.14,123.79,CHN
27.09,124.05,CHN
27.04,124.31,CHN
26.98,124.57,CHN
26.93,124.84,CHN
26.88,125.1,CHN
26.82,125.36,CHN
26.77,125.62,CHN
26.71,125.88,CHN
26.65,126.14,CHN
26.6,126.4,CHN
26.54,126.66,CHN
26.48,126.92,CHN
26.42,127.17,CHN
26.36,127.43,CHN
26.3,127.69,CHN
26.24,127.95,CHN
26.17,128.2,CHN
24.46,78.62,CHN
24.55,78.86,CHN
24.63,79.11,CHN
24.71,79.35,CHN
24.79,79.6,CHN
24.86,79.84,CHN
24.94,80.09,CHN
25.02,80.34,CHN
25.1,80.58,CHN
25.17,80.83,CHN
25.25,81.08,CHN
25.32,81.33,CHN
25.39,81.58,CHN
25.47,81.83,CHN
25.54,82.08,CHN
25.61,82.33,CHN
25.68,82.58,CHN
25.75,82.84,CHN
25.82,83.09,CHN
25.89,83.34,CHN
25.96,83.6,CHN
26.03,83.85,CHN
26.1,84.1,CHN
26.16,84.36,CHN
26.23,84.61,CHN
26.29,84.87,CHN
26.36,85.13,CHN
26.42,85.38,CHN
26.48,85.64,CHN
26.54,85.9,CHN
26.61,86.16,CHN
26.67,86.42,CHN
26.73,86.67,CHN
26.79,86.93,CHN
26.84,87.19,CHN
26.9,87.45,CHN
26.96,87.72,CHN
27.01,87.98,CHN
27.07,88.24,CHN
27.12,88.5,CHN
27.18,88.76,CHN
27.23,89.03,CHN
27.28,89.29,CHN
27.34,89.55,CHN
27.39,89.82,CHN
27.44,90.08,CHN
27.49,90.35,CHN
27.53,90.61,CHN
27.58,90.88,CHN
27.63,91.14,CHN
27.68,91.41,CHN
27.72,91.67,CHN
27.77,91.94,CHN
27.81,92.21,CHN
27.85,92.48,CHN
27.9,92.74,CHN
27.94,93.01,CHN
27.98,93.28,CHN
28.02,93.55,CHN
28.06,93.82,CHN
28.1,94.09,CHN
28.13,94.36,CHN
28.17,94.63,CHN
28.21,94.9,CHN
28.24,95.17,CHN
28.28,95.44,CHN
28.31,95.71,CHN
28.34,95.98,CHN
28.37,96.25,CHN
28.41,96.52,CHN
28.44,96.8,CHN
28.47,97.07,CHN
28.49,97.34,CHN
28.52,97.61,CHN
28.55,97.89,CHN
28.58,98.16,CHN
28.6,98.43,CHN
28.63,98.71,CHN
28.65,98.98,CHN
28.67,99.25,CHN
28.7,99.53,CHN
28.72,99.8,CHN
28.74,100.08,CHN
28.76,100.35,CHN
28.78,100.62,CHN
28.79,100.9,CHN
28.81,101.17,CHN
28.83,101.45,CHN
28.84,101.72,CHN
28.86,102,CHN
28.87,102.28,CHN
28.89,102.55,CHN
28.9,102.83,CHN
28.91,103.1,CHN
28.92,103.38,CHN
28.93,103.65,CHN
28.94,103.93,CHN
28.95,104.21,CHN
28.96,104.48,CHN
28.96,104.76,CHN
28.97,105.04,CHN
28.97,105.31,CHN
28.98,105.59,CHN
28.98,105.86,CHN
28.98,106.14,CHN
28.98,106.42,CHN
28.98,106.69,CHN
28.98,106.97,CHN
28.98,107.25,CHN
28.98,107.52,CHN
28.98,107.8,CHN
28.98,108.07,CHN
28.97,108.35,CHN
28.97,108.63,CHN
28.96,108.9,CHN
28.95,109.18,CHN
28.95,109.46,CHN
28.94,109.73,CHN
28.93,110.01,CHN
28.92,110.28,CHN
28.91,110.56,CHN
28.9,110.84,CHN
28.88,111.11,CHN
28.87,111.39,CHN
28.86,111.66,CHN
28.84,111.94,CHN
28.82,112.21,CHN
28.81,112.49,CHN
28.79,112.76,CHN
28.77,113.04,CHN
28.75,113.31,CHN
28.73,113.59,CHN
28.71,113.86,CHN
28.69,114.13,CHN
28.67,114.41,CHN
28.64,114.68,CHN
28.62,114.96,CHN
28.59,115.23,CHN
28.57,115.5,CHN
28.54,115.78,CHN
28.52,116.05,CHN
28.49,116.32,CHN
28.46,116.59,CHN
28.43,116.87,CHN
28.4,117.14,CHN
28.37,117.41,CHN
28.33,117.68,CHN
28.3,117.95,CHN
28.27,118.22,CHN
28.23,118.49,CHN
28.2,118.76,CHN
28.16,119.03,CHN
28.12,119.3,CHN
28.09,119.57,CHN
28.05,119.84,CHN
28.01,120.11,CHN
27.97,120.38,CHN
27.93,120.65,CHN
27.88,120.92,CHN
27.84,121.18,CHN
27.8,121.45,CHN
27.75,121.72,CHN
27.71,121.99,CHN
27.66,122.25,CHN
27.62,122.52,CHN
27.57,122.78,CHN
27.52,123.05,CHN
27.47,123.31,CHN
27.42,123.58,CHN
27.37,123.84,CHN
27.32,124.11,CHN
27.27,124.37,CHN
27.22,124.63,CHN
27.16,124.9,CHN
27.11,125.16,CHN
27.06,125.42,CHN
27,125.68,CHN
26.94,125.94,CHN
26.89,126.2,CHN
26.83,126.46,CHN
26.77,126.72,CHN
26.71,126.98,CHN
26.65,127.24,CHN
26.59,127.5,CHN
26.53,127.76,CHN
26.47,128.02,CHN
26.4,128.27,CHN
24.69,78.53,CHN
24.77,78.77,CHN
24.85,79.02,CHN
24.93,79.26,CHN
25.01,79.51,CHN
25.09,79.76,CHN
25.17,80,CHN
25.24,80.25,CHN
25.32,80.5,CHN
25.4,80.75,CHN
25.47,81,CHN
25.55,81.25,CHN
25.62,81.5,CHN
25.69,81.75,CHN
25.77,82,CHN
25.84,82.25,CHN
25.91,82.51,CHN
25.98,82.76,CHN
26.05,83.01,CHN
26.12,83.27,CHN
26.19,83.52,CHN
26.26,83.77,CHN
26.32,84.03,CHN
26.39,84.29,CHN
26.46,84.54,CHN
26.52,84.8,CHN
26.59,85.06,CHN
26.65,85.31,CHN
26.71,85.57,CHN
26.78,85.83,CHN
26.84,86.09,CHN
26.9,86.35,CHN
26.96,86.61,CHN
27.02,86.87,CHN
27.08,87.13,CHN
27.13,87.39,CHN
27.19,87.65,CHN
27.25,87.91,CHN
27.3,88.18,CHN
27.36,88.44,CHN
27.41,88.7,CHN
27.47,88.97,CHN
27.52,89.23,CHN
27.57,89.49,CHN
27.62,89.76,CHN
27.67,90.02,CHN
27.72,90.29,CHN
27.77,90.56,CHN
27.82,90.82,CHN
27.86,91.09,CHN
27.91,91.36,CHN
27.96,91.62,CHN
28,91.89,CHN
28.05,92.16,CHN
28.09,92.43,CHN
28.13,92.7,CHN
28.17,92.96,CHN
28.21,93.23,CHN
28.26,93.5,CHN
28.29,93.77,CHN
28.33,94.04,CHN
28.37,94.31,CHN
28.41,94.58,CHN
28.44,94.86,CHN
28.48,95.13,CHN
28.51,95.4,CHN
28.55,95.67,CHN
28.58,95.94,CHN
28.61,96.22,CHN
28.64,96.49,CHN
28.68,96.76,CHN
28.71,97.03,CHN
28.73,97.31,CHN
28.76,97.58,CHN
28.79,97.85,CHN
28.82,98.13,CHN
28.84,98.4,CHN
28.87,98.68,CHN
28.89,98.95,CHN
28.91,99.23,CHN
28.94,99.5,CHN
28.96,99.78,CHN
28.98,100.05,CHN
29,100.33,CHN
29.02,100.6,CHN
29.04,100.88,CHN
29.05,101.16,CHN
29.07,101.43,CHN
29.09,101.71,CHN
29.1,101.98,CHN
29.11,102.26,CHN
29.13,102.54,CHN
29.14,102.81,CHN
29.15,103.09,CHN
29.16,103.37,CHN
29.17,103.64,CHN
29.18,103.92,CHN
29.19,104.2,CHN
29.2,104.47,CHN
29.2,104.75,CHN
29.21,105.03,CHN
29.21,105.31,CHN
29.22,105.58,CHN
29.22,105.86,CHN
29.22,106.14,CHN
29.23,106.42,CHN
29.23,106.69,CHN
29.23,106.97,CHN
29.23,107.25,CHN
29.22,107.52,CHN
29.22,107.8,CHN
29.22,108.08,CHN
29.21,108.36,CHN
29.21,108.63,CHN
29.2,108.91,CHN
29.2,109.19,CHN
29.19,109.47,CHN
29.18,109.74,CHN
29.17,110.02,CHN
29.16,110.3,CHN
29.15,110.57,CHN
29.14,110.85,CHN
29.12,111.13,CHN
29.11,111.4,CHN
29.1,111.68,CHN
29.08,111.96,CHN
29.07,112.23,CHN
29.05,112.51,CHN
29.03,112.78,CHN
29.01,113.06,CHN
28.99,113.33,CHN
28.97,113.61,CHN
28.95,113.89,CHN
28.93,114.16,CHN
28.91,114.44,CHN
28.88,114.71,CHN
28.86,114.98,CHN
28.84,115.26,CHN
28.81,115.53,CHN
28.78,115.81,CHN
28.75,116.08,CHN
28.73,116.35,CHN
28.7,116.63,CHN
28.67,116.9,CHN
28.64,117.17,CHN
28.6,117.45,CHN
28.57,117.72,CHN
28.54,117.99,CHN
28.51,118.26,CHN
28.47,118.53,CHN
28.43,118.81,CHN
28.4,119.08,CHN
28.36,119.35,CHN
28.32,119.62,CHN
28.28,119.89,CHN
28.24,120.16,CHN
28.2,120.43,CHN
28.16,120.7,CHN
28.12,120.96,CHN
28.08,121.23,CHN
28.03,121.5,CHN
27.99,121.77,CHN
27.95,122.04,CHN
27.9,122.3,CHN
27.85,122.57,CHN
27.81,122.84,CHN
27.76,123.1,CHN
27.71,123.37,CHN
27.66,123.64,CHN
27.61,123.9,CHN
27.56,124.17,CHN
27.5,124.43,CHN
27.45,124.69,CHN
27.4,124.96,CHN
27.34,125.22,CHN
27.29,125.48,CHN
27.23,125.75,CHN
27.18,126.01,CHN
27.12,126.27,CHN
27.06,126.53,CHN
27,126.79,CHN
26.94,127.05,CHN
26.88,127.31,CHN
26.82,127.57,CHN
26.76,127.83,CHN
26.7,128.09,CHN
26.63,128.34,CHN
24.91,78.44,CHN
24.99,78.68,CHN
25.07,78.93,CHN
25.15,79.18,CHN
25.23,79.42,CHN
25.31,79.67,CHN
25.39,79.92,CHN
25.47,80.17,CHN
25.54,80.42,CHN
25.62,80.67,CHN
25.7,80.92,CHN
25.77,81.17,CHN
25.85,81.42,CHN
25.92,81.67,CHN
25.99,81.92,CHN
26.07,82.17,CHN
26.14,82.43,CHN
26.21,82.68,CHN
26.28,82.93,CHN
26.35,83.19,CHN
26.42,83.44,CHN
26.49,83.7,CHN
26.55,83.95,CHN
26.62,84.21,CHN
26.69,84.47,CHN
26.75,84.73,CHN
26.82,84.98,CHN
26.88,85.24,CHN
26.94,85.5,CHN
27.01,85.76,CHN
27.07,86.02,CHN
27.13,86.28,CHN
27.19,86.54,CHN
27.25,86.8,CHN
27.31,87.06,CHN
27.37,87.33,CHN
27.42,87.59,CHN
27.48,87.85,CHN
27.54,88.11,CHN
27.59,88.38,CHN
27.65,88.64,CHN
27.7,88.91,CHN
27.75,89.17,CHN
27.8,89.44,CHN
27.86,89.7,CHN
27.91,89.97,CHN
27.96,90.23,CHN
28.01,90.5,CHN
28.05,90.77,CHN
28.1,91.04,CHN
28.15,91.3,CHN
28.19,91.57,CHN
28.24,91.84,CHN
28.28,92.11,CHN
28.33,92.38,CHN
28.37,92.65,CHN
28.41,92.92,CHN
28.45,93.19,CHN
28.49,93.46,CHN
28.53,93.73,CHN
28.57,94,CHN
28.61,94.27,CHN
28.65,94.54,CHN
28.68,94.82,CHN
28.72,95.09,CHN
28.75,95.36,CHN
28.79,95.63,CHN
28.82,95.91,CHN
28.85,96.18,CHN
28.88,96.45,CHN
28.91,96.73,CHN
28.94,97,CHN
28.97,97.27,CHN
29,97.55,CHN
29.03,97.82,CHN
29.06,98.1,CHN
29.08,98.37,CHN
29.11,98.65,CHN
29.13,98.93,CHN
29.15,99.2,CHN
29.18,99.48,CHN
29.2,99.75,CHN
29.22,100.03,CHN
29.24,100.31,CHN
29.26,100.58,CHN
29.28,100.86,CHN
29.29,101.14,CHN
29.31,101.41,CHN
29.33,101.69,CHN
29.34,101.97,CHN
29.36,102.24,CHN
29.37,102.52,CHN
29.38,102.8,CHN
29.39,103.08,CHN
29.4,103.35,CHN
29.41,103.63,CHN
29.42,103.91,CHN
29.43,104.19,CHN
29.44,104.47,CHN
29.45,104.74,CHN
29.45,105.02,CHN
29.46,105.3,CHN
29.46,105.58,CHN
29.46,105.86,CHN
29.47,106.14,CHN
29.47,106.41,CHN
29.47,106.69,CHN
29.47,106.97,CHN
29.47,107.25,CHN
29.47,107.53,CHN
29.46,107.81,CHN
29.46,108.08,CHN
29.46,108.36,CHN
29.45,108.64,CHN
29.44,108.92,CHN
29.44,109.2,CHN
29.43,109.47,CHN
29.42,109.75,CHN
29.41,110.03,CHN
29.4,110.31,CHN
29.39,110.59,CHN
29.38,110.86,CHN
29.37,111.14,CHN
29.35,111.42,CHN
29.34,111.7,CHN
29.32,111.97,CHN
29.31,112.25,CHN
29.29,112.53,CHN
29.27,112.8,CHN
29.25,113.08,CHN
29.23,113.36,CHN
29.21,113.63,CHN
29.19,113.91,CHN
29.17,114.19,CHN
29.15,114.46,CHN
29.12,114.74,CHN
29.1,115.01,CHN
29.08,115.29,CHN
29.05,115.56,CHN
29.02,115.84,CHN
28.99,116.11,CHN
28.97,116.39,CHN
28.94,116.66,CHN
28.91,116.94,CHN
28.88,117.21,CHN
28.84,117.48,CHN
28.81,117.76,CHN
28.78,118.03,CHN
28.74,118.3,CHN
28.71,118.57,CHN
28.67,118.85,CHN
28.64,119.12,CHN
28.6,119.39,CHN
28.56,119.66,CHN
28.52,119.93,CHN
28.48,120.2,CHN
28.44,120.47,CHN
28.4,120.74,CHN
28.36,121.01,CHN
28.32,121.28,CHN
28.27,121.55,CHN
28.23,121.82,CHN
28.18,122.09,CHN
28.14,122.36,CHN
28.09,122.62,CHN
28.04,122.89,CHN
27.99,123.16,CHN
27.94,123.43,CHN
27.89,123.69,CHN
27.84,123.96,CHN
27.79,124.22,CHN
27.74,124.49,CHN
27.69,124.75,CHN
27.63,125.02,CHN
27.58,125.28,CHN
27.52,125.55,CHN
27.47,125.81,CHN
27.41,126.07,CHN
27.35,126.33,CHN
27.29,126.6,CHN
27.23,126.86,CHN
27.17,127.12,CHN
27.11,127.38,CHN
27.05,127.64,CHN
26.99,127.9,CHN
26.93,128.16,CHN
26.86,128.42,CHN
25.13,78.35,CHN
25.21,78.59,CHN
25.29,78.84,CHN
25.37,79.09,CHN
25.46,79.34,CHN
25.53,79.58,CHN
25.61,79.83,CHN
25.69,80.08,CHN
25.77,80.33,CHN
25.85,80.58,CHN
25.92,80.83,CHN
26,81.08,CHN
26.07,81.33,CHN
26.15,81.59,CHN
26.22,81.84,CHN
26.29,82.09,CHN
26.37,82.35,CHN
26.44,82.6,CHN
26.51,82.86,CHN
26.58,83.11,CHN
26.65,83.37,CHN
26.72,83.62,CHN
26.78,83.88,CHN
26.85,84.14,CHN
26.92,84.39,CHN
26.98,84.65,CHN
27.05,84.91,CHN
27.11,85.17,CHN
27.18,85.43,CHN
27.24,85.69,CHN
27.3,85.95,CHN
27.36,86.21,CHN
27.42,86.47,CHN
27.48,86.73,CHN
27.54,87,CHN
27.6,87.26,CHN
27.66,87.52,CHN
27.71,87.79,CHN
27.77,88.05,CHN
27.83,88.32,CHN
27.88,88.58,CHN
27.93,88.85,CHN
27.99,89.11,CHN
28.04,89.38,CHN
28.09,89.64,CHN
28.14,89.91,CHN
28.19,90.18,CHN
28.24,90.45,CHN
28.29,90.71,CHN
28.34,90.98,CHN
28.38,91.25,CHN
28.43,91.52,CHN
28.48,91.79,CHN
28.52,92.06,CHN
28.56,92.33,CHN
28.61,92.6,CHN
28.65,92.87,CHN
28.69,93.14,CHN
28.73,93.41,CHN
28.77,93.68,CHN
28.81,93.96,CHN
28.85,94.23,CHN
28.89,94.5,CHN
28.92,94.77,CHN
28.96,95.05,CHN
28.99,95.32,CHN
29.03,95.59,CHN
29.06,95.87,CHN
29.09,96.14,CHN
29.12,96.42,CHN
29.15,96.69,CHN
29.18,96.97,CHN
29.21,97.24,CHN
29.24,97.52,CHN
29.27,97.79,CHN
29.3,98.07,CHN
29.32,98.35,CHN
29.35,98.62,CHN
29.37,98.9,CHN
29.4,99.17,CHN
29.42,99.45,CHN
29.44,99.73,CHN
29.46,100.01,CHN
29.48,100.28,CHN
29.5,100.56,CHN
29.52,100.84,CHN
29.54,101.12,CHN
29.55,101.39,CHN
29.57,101.67,CHN
29.58,101.95,CHN
29.6,102.23,CHN
29.61,102.51,CHN
29.62,102.79,CHN
29.64,103.06,CHN
29.65,103.34,CHN
29.66,103.62,CHN
29.67,103.9,CHN
29.67,104.18,CHN
29.68,104.46,CHN
29.69,104.74,CHN
29.69,105.02,CHN
29.7,105.3,CHN
29.7,105.57,CHN
29.71,105.85,CHN
29.71,106.13,CHN
29.71,106.41,CHN
29.71,106.69,CHN
29.71,106.97,CHN
29.71,107.25,CHN
29.71,107.53,CHN
29.71,107.81,CHN
29.7,108.09,CHN
29.7,108.37,CHN
29.69,108.65,CHN
29.69,108.93,CHN
29.68,109.2,CHN
29.67,109.48,CHN
29.66,109.76,CHN
29.65,110.04,CHN
29.64,110.32,CHN
29.63,110.6,CHN
29.62,110.88,CHN
29.61,111.16,CHN
29.59,111.43,CHN
29.58,111.71,CHN
29.56,111.99,CHN
29.55,112.27,CHN
29.53,112.55,CHN
29.51,112.82,CHN
29.5,113.1,CHN
29.48,113.38,CHN
29.46,113.66,CHN
29.43,113.93,CHN
29.41,114.21,CHN
29.39,114.49,CHN
29.37,114.76,CHN
29.34,115.04,CHN
29.32,115.32,CHN
29.29,115.59,CHN
29.26,115.87,CHN
29.24,116.14,CHN
29.21,116.42,CHN
29.18,116.7,CHN
29.15,116.97,CHN
29.12,117.24,CHN
29.08,117.52,CHN
29.05,117.79,CHN
29.02,118.07,CHN
28.98,118.34,CHN
28.95,118.61,CHN
28.91,118.89,CHN
28.88,119.16,CHN
28.84,119.43,CHN
28.8,119.71,CHN
28.76,119.98,CHN
28.72,120.25,CHN
28.68,120.52,CHN
28.64,120.79,CHN
28.6,121.06,CHN
28.55,121.33,CHN
28.51,121.6,CHN
28.46,121.87,CHN
28.42,122.14,CHN
28.37,122.41,CHN
28.32,122.68,CHN
28.28,122.95,CHN
28.23,123.21,CHN
28.18,123.48,CHN
28.13,123.75,CHN
28.08,124.02,CHN
28.03,124.28,CHN
27.97,124.55,CHN
27.92,124.81,CHN
27.87,125.08,CHN
27.81,125.34,CHN
27.76,125.61,CHN
27.7,125.87,CHN
27.64,126.14,CHN
27.58,126.4,CHN
27.53,126.66,CHN
27.47,126.92,CHN
27.41,127.19,CHN
27.35,127.45,CHN
27.28,127.71,CHN
27.22,127.97,CHN
27.16,128.23,CHN
27.09,128.49,CHN
25.35,78.26,CHN
25.44,78.5,CHN
25.52,78.75,CHN
25.6,79,CHN
25.68,79.25,CHN
25.76,79.49,CHN
25.84,79.74,CHN
25.92,79.99,CHN
25.99,80.24,CHN
26.07,80.49,CHN
26.15,80.75,CHN
26.22,81,CHN
26.3,81.25,CHN
26.37,81.5,CHN
26.45,81.76,CHN
26.52,82.01,CHN
26.59,82.27,CHN
26.66,82.52,CHN
26.74,82.78,CHN
26.81,83.03,CHN
26.88,83.29,CHN
26.94,83.55,CHN
27.01,83.8,CHN
27.08,84.06,CHN
27.15,84.32,CHN
27.21,84.58,CHN
27.28,84.84,CHN
27.34,85.1,CHN
27.41,85.36,CHN
27.47,85.62,CHN
27.53,85.88,CHN
27.59,86.14,CHN
27.65,86.4,CHN
27.71,86.67,CHN
27.77,86.93,CHN
27.83,87.19,CHN
27.89,87.46,CHN
27.95,87.72,CHN
28,87.99,CHN
28.06,88.25,CHN
28.11,88.52,CHN
28.17,88.78,CHN
28.22,89.05,CHN
28.27,89.32,CHN
28.33,89.59,CHN
28.38,89.85,CHN
28.43,90.12,CHN
28.48,90.39,CHN
28.53,90.66,CHN
28.57,90.93,CHN
28.62,91.2,CHN
28.67,91.47,CHN
28.71,91.74,CHN
28.76,92.01,CHN
28.8,92.28,CHN
28.84,92.55,CHN
28.89,92.82,CHN
28.93,93.09,CHN
28.97,93.37,CHN
29.01,93.64,CHN
29.05,93.91,CHN
29.09,94.19,CHN
29.12,94.46,CHN
29.16,94.73,CHN
29.2,95.01,CHN
29.23,95.28,CHN
29.27,95.56,CHN
29.3,95.83,CHN
29.33,96.11,CHN
29.36,96.38,CHN
29.39,96.66,CHN
29.43,96.93,CHN
29.45,97.21,CHN
29.48,97.49,CHN
29.51,97.76,CHN
29.54,98.04,CHN
29.56,98.32,CHN
29.59,98.59,CHN
29.61,98.87,CHN
29.64,99.15,CHN
29.66,99.43,CHN
29.68,99.7,CHN
29.7,99.98,CHN
29.72,100.26,CHN
29.74,100.54,CHN
29.76,100.82,CHN
29.78,101.1,CHN
29.79,101.38,CHN
29.81,101.65,CHN
29.83,101.93,CHN
29.84,102.21,CHN
29.85,102.49,CHN
29.87,102.77,CHN
29.88,103.05,CHN
29.89,103.33,CHN
29.9,103.61,CHN
29.91,103.89,CHN
29.92,104.17,CHN
29.92,104.45,CHN
29.93,104.73,CHN
29.94,105.01,CHN
29.94,105.29,CHN
29.95,105.57,CHN
29.95,105.85,CHN
29.95,106.13,CHN
29.95,106.41,CHN
29.95,106.69,CHN
29.95,106.97,CHN
29.95,107.25,CHN
29.95,107.53,CHN
29.95,107.81,CHN
29.94,108.09,CHN
29.94,108.37,CHN
29.94,108.65,CHN
29.93,108.93,CHN
29.92,109.21,CHN
29.91,109.49,CHN
29.91,109.77,CHN
29.9,110.05,CHN
29.89,110.33,CHN
29.88,110.61,CHN
29.86,110.89,CHN
29.85,111.17,CHN
29.84,111.45,CHN
29.82,111.73,CHN
29.81,112.01,CHN
