x,y,Country
34.01,130.22,CHN
33.94,130.51,CHN
33.86,130.79,CHN
31.86,75.34,CHN
31.96,75.61,CHN
32.05,75.87,CHN
32.14,76.14,CHN
32.23,76.41,CHN
32.32,76.68,CHN
32.41,76.95,CHN
32.5,77.22,CHN
32.59,77.49,CHN
32.68,77.77,CHN
32.76,78.04,CHN
32.85,78.31,CHN
32.94,78.59,CHN
33.02,78.86,CHN
33.1,79.14,CHN
33.19,79.41,CHN
33.27,79.69,CHN
33.35,79.97,CHN
33.43,80.25,CHN
33.51,80.53,CHN
33.59,80.81,CHN
33.67,81.09,CHN
33.74,81.37,CHN
33.82,81.65,CHN
33.9,81.93,CHN
33.97,82.22,CHN
34.05,82.5,CHN
34.12,82.78,CHN
34.19,83.07,CHN
34.26,83.36,CHN
34.33,83.64,CHN
34.4,83.93,CHN
34.47,84.22,CHN
34.54,84.5,CHN
34.61,84.79,CHN
34.68,85.08,CHN
34.74,85.37,CHN
34.81,85.66,CHN
34.87,85.95,CHN
34.93,86.24,CHN
35,86.54,CHN
35.06,86.83,CHN
35.12,87.12,CHN
35.18,87.42,CHN
35.24,87.71,CHN
35.29,88.01,CHN
35.35,88.3,CHN
35.41,88.6,CHN
35.46,88.89,CHN
35.52,89.19,CHN
35.57,89.49,CHN
35.62,89.78,CHN
35.68,90.08,CHN
35.73,90.38,CHN
35.78,90.68,CHN
35.83,90.98,CHN
35.87,91.28,CHN
35.92,91.58,CHN
35.97,91.88,CHN
36.01,92.18,CHN
36.06,92.49,CHN
36.1,92.79,CHN
36.14,93.09,CHN
36.19,93.39,CHN
36.23,93.7,CHN
36.27,94,CHN
36.31,94.31,CHN
36.34,94.61,CHN
36.38,94.91,CHN
36.42,95.22,CHN
36.45,95.53,CHN
36.49,95.83,CHN
36.52,96.14,CHN
36.55,96.44,CHN
36.58,96.75,CHN
36.61,97.06,CHN
36.64,97.37,CHN
36.67,97.67,CHN
36.7,97.98,CHN
36.73,98.29,CHN
36.75,98.6,CHN
36.78,98.91,CHN
36.8,99.22,CHN
36.83,99.53,CHN
36.85,99.84,CHN
36.87,100.14,CHN
36.89,100.45,CHN
36.91,100.76,CHN
36.93,101.08,CHN
36.94,101.39,CHN
36.96,101.7,CHN
36.98,102.01,CHN
36.99,102.32,CHN
37,102.63,CHN
37.02,102.94,CHN
37.03,103.25,CHN
37.04,103.56,CHN
37.05,103.87,CHN
37.06,104.19,CHN
37.06,104.5,CHN
37.07,104.81,CHN
37.08,105.12,CHN
37.08,105.43,CHN
37.08,105.74,CHN
37.09,106.06,CHN
37.09,106.37,CHN
37.09,106.68,CHN
37.09,106.99,CHN
37.09,107.3,CHN
37.09,107.62,CHN
37.08,107.93,CHN
37.08,108.24,CHN
37.07,108.55,CHN
37.07,108.86,CHN
37.06,109.17,CHN
37.05,109.49,CHN
37.04,109.8,CHN
37.04,110.11,CHN
37.02,110.42,CHN
37.01,110.73,CHN
37,111.04,CHN
36.99,111.35,CHN
36.97,111.66,CHN
36.96,111.98,CHN
36.94,112.29,CHN
36.92,112.6,CHN
36.9,112.91,CHN
36.88,113.22,CHN
36.86,113.53,CHN
36.84,113.84,CHN
36.82,114.15,CHN
36.8,114.45,CHN
36.77,114.76,CHN
36.75,115.07,CHN
36.72,115.38,CHN
36.69,115.69,CHN
36.67,116,CHN
36.64,116.3,CHN
36.61,116.61,CHN
36.58,116.92,CHN
36.54,117.23,CHN
36.51,117.53,CHN
36.48,117.84,CHN
36.44,118.14,CHN
36.41,118.45,CHN
36.37,118.76,CHN
36.33,119.06,CHN
36.3,119.36,CHN
36.26,119.67,CHN
36.22,119.97,CHN
36.17,120.28,CHN
36.13,120.58,CHN
36.09,120.88,CHN
36.05,121.18,CHN
36,121.49,CHN
35.96,121.79,CHN
35.91,122.09,CHN
35.86,122.39,CHN
35.81,122.69,CHN
35.76,122.99,CHN
35.71,123.29,CHN
35.66,123.59,CHN
35.61,123.88,CHN
35.56,124.18,CHN
35.5,124.48,CHN
35.45,124.77,CHN
35.39,125.07,CHN
35.34,125.37,CHN
35.28,125.66,CHN
35.22,125.96,CHN
35.16,126.25,CHN
35.1,126.54,CHN
35.04,126.84,CHN
34.98,127.13,CHN
34.92,127.42,CHN
34.85,127.71,CHN
34.79,128,CHN
34.72,128.29,CHN
34.66,128.58,CHN
34.59,128.87,CHN
34.52,129.16,CHN
34.45,129.45,CHN
34.39,129.74,CHN
34.32,130.02,CHN
34.24,130.31,CHN
34.17,130.6,CHN
34.1,130.88,CHN
32.09,75.23,CHN
32.18,75.5,CHN
32.28,75.77,CHN
32.37,76.03,CHN
32.46,76.3,CHN
32.55,76.57,CHN
32.64,76.85,CHN
32.73,77.12,CHN
32.82,77.39,CHN
32.91,77.66,CHN
32.99,77.94,CHN
33.08,78.21,CHN
33.17,78.49,CHN
33.25,78.76,CHN
33.33,79.04,CHN
33.42,79.32,CHN
33.5,79.59,CHN
33.58,79.87,CHN
33.66,80.15,CHN
33.74,80.43,CHN
33.82,80.71,CHN
33.9,80.99,CHN
33.98,81.28,CHN
34.06,81.56,CHN
34.13,81.84,CHN
34.21,82.13,CHN
34.28,82.41,CHN
34.35,82.7,CHN
34.43,82.98,CHN
34.5,83.27,CHN
34.57,83.56,CHN
34.64,83.84,CHN
34.71,84.13,CHN
34.78,84.42,CHN
34.85,84.71,CHN
34.91,85,CHN
34.98,85.29,CHN
35.04,85.58,CHN
35.11,85.88,CHN
35.17,86.17,CHN
35.24,86.46,CHN
35.3,86.75,CHN
35.36,87.05,CHN
35.42,87.34,CHN
35.48,87.64,CHN
35.54,87.93,CHN
35.59,88.23,CHN
35.65,88.53,CHN
35.7,88.83,CHN
35.76,89.12,CHN
35.81,89.42,CHN
35.87,89.72,CHN
35.92,90.02,CHN
35.97,90.32,CHN
36.02,90.62,CHN
36.07,90.92,CHN
36.12,91.22,CHN
36.16,91.52,CHN
36.21,91.83,CHN
36.26,92.13,CHN
36.3,92.43,CHN
36.35,92.73,CHN
36.39,93.04,CHN
36.43,93.34,CHN
36.47,93.65,CHN
36.51,93.95,CHN
36.55,94.26,CHN
36.59,94.56,CHN
36.63,94.87,CHN
36.66,95.18,CHN
36.7,95.48,CHN
36.73,95.79,CHN
36.77,96.1,CHN
36.8,96.4,CHN
36.83,96.71,CHN
36.86,97.02,CHN
36.89,97.33,CHN
36.92,97.64,CHN
36.95,97.95,CHN
36.98,98.26,CHN
37,98.57,CHN
37.03,98.88,CHN
37.05,99.19,CHN
37.07,99.5,CHN
37.1,99.81,CHN
37.12,100.12,CHN
37.14,100.43,CHN
37.16,100.74,CHN
37.17,101.05,CHN
37.19,101.36,CHN
37.21,101.68,CHN
37.22,101.99,CHN
37.24,102.3,CHN
37.25,102.61,CHN
37.26,102.92,CHN
37.28,103.24,CHN
37.29,103.55,CHN
37.3,103.86,CHN
37.3,104.18,CHN
37.31,104.49,CHN
37.32,104.8,CHN
37.32,105.11,CHN
37.33,105.43,CHN
37.33,105.74,CHN
37.34,106.05,CHN
37.34,106.37,CHN
37.34,106.68,CHN
37.34,106.99,CHN
37.34,107.31,CHN
37.34,107.62,CHN
37.33,107.93,CHN
37.33,108.25,CHN
37.32,108.56,CHN
37.32,108.87,CHN
37.31,109.18,CHN
37.3,109.5,CHN
37.29,109.81,CHN
37.28,110.12,CHN
37.27,110.43,CHN
37.26,110.75,CHN
37.25,111.06,CHN
37.23,111.37,CHN
37.22,111.68,CHN
37.2,112,CHN
37.19,112.31,CHN
37.17,112.62,CHN
37.15,112.93,CHN
37.13,113.24,CHN
37.11,113.55,CHN
37.09,113.86,CHN
37.07,114.17,CHN
37.04,114.48,CHN
37.02,114.79,CHN
36.99,115.1,CHN
36.97,115.41,CHN
36.94,115.72,CHN
36.91,116.03,CHN
36.88,116.34,CHN
36.85,116.65,CHN
36.82,116.96,CHN
36.79,117.27,CHN
36.76,117.57,CHN
36.72,117.88,CHN
36.69,118.19,CHN
36.65,118.49,CHN
36.62,118.8,CHN
36.58,119.11,CHN
36.54,119.41,CHN
36.5,119.72,CHN
36.46,120.02,CHN
36.42,120.33,CHN
36.38,120.63,CHN
36.33,120.94,CHN
36.29,121.24,CHN
36.25,121.54,CHN
36.2,121.84,CHN
36.15,122.15,CHN
36.1,122.45,CHN
36.06,122.75,CHN
36.01,123.05,CHN
35.96,123.35,CHN
35.9,123.65,CHN
35.85,123.95,CHN
35.8,124.25,CHN
35.75,124.55,CHN
35.69,124.84,CHN
35.63,125.14,CHN
35.58,125.44,CHN
35.52,125.73,CHN
35.46,126.03,CHN
35.4,126.32,CHN
35.34,126.62,CHN
35.28,126.91,CHN
35.22,127.21,CHN
35.16,127.5,CHN
35.09,127.79,CHN
35.03,128.08,CHN
34.96,128.37,CHN
34.9,128.67,CHN
34.83,128.96,CHN
34.76,129.24,CHN
34.69,129.53,CHN
34.62,129.82,CHN
34.55,130.11,CHN
34.48,130.4,CHN
34.41,130.68,CHN
34.34,130.97,CHN
32.32,75.12,CHN
32.41,75.39,CHN
32.5,75.66,CHN
32.6,75.93,CHN
32.69,76.2,CHN
32.78,76.47,CHN
32.87,76.74,CHN
32.96,77.01,CHN
33.05,77.28,CHN
33.14,77.56,CHN
33.22,77.83,CHN
33.31,78.11,CHN
33.4,78.38,CHN
33.48,78.66,CHN
33.57,78.94,CHN
33.65,79.22,CHN
33.73,79.5,CHN
33.81,79.77,CHN
33.9,80.06,CHN
33.98,80.34,CHN
34.06,80.62,CHN
34.13,80.9,CHN
34.21,81.18,CHN
34.29,81.47,CHN
34.37,81.75,CHN
34.44,82.04,CHN
34.52,82.32,CHN
34.59,82.61,CHN
34.66,82.89,CHN
34.74,83.18,CHN
34.81,83.47,CHN
34.88,83.76,CHN
34.95,84.05,CHN
35.02,84.34,CHN
35.08,84.63,CHN
35.15,84.92,CHN
35.22,85.21,CHN
35.28,85.5,CHN
35.35,85.8,CHN
35.41,86.09,CHN
35.47,86.38,CHN
35.54,86.68,CHN
35.6,86.97,CHN
35.66,87.27,CHN
35.72,87.57,CHN
35.78,87.86,CHN
35.83,88.16,CHN
35.89,88.46,CHN
35.95,88.76,CHN
36,89.06,CHN
36.06,89.36,CHN
36.11,89.66,CHN
36.16,89.96,CHN
36.21,90.26,CHN
36.26,90.56,CHN
36.31,90.86,CHN
36.36,91.16,CHN
36.41,91.47,CHN
36.46,91.77,CHN
36.5,92.07,CHN
36.55,92.38,CHN
36.59,92.68,CHN
36.63,92.99,CHN
36.68,93.29,CHN
36.72,93.6,CHN
36.76,93.9,CHN
36.8,94.21,CHN
36.83,94.52,CHN
36.87,94.82,CHN
36.91,95.13,CHN
36.94,95.44,CHN
36.98,95.75,CHN
37.01,96.06,CHN
37.05,96.36,CHN
37.08,96.67,CHN
37.11,96.98,CHN
37.14,97.29,CHN
37.17,97.6,CHN
37.2,97.91,CHN
37.22,98.22,CHN
37.25,98.53,CHN
37.27,98.85,CHN
37.3,99.16,CHN
37.32,99.47,CHN
37.34,99.78,CHN
37.36,100.09,CHN
37.39,100.41,CHN
37.4,100.72,CHN
37.42,101.03,CHN
37.44,101.34,CHN
37.46,101.66,CHN
37.47,101.97,CHN
37.49,102.28,CHN
37.5,102.6,CHN
37.51,102.91,CHN
37.52,103.22,CHN
37.54,103.54,CHN
37.54,103.85,CHN
37.55,104.17,CHN
37.56,104.48,CHN
37.57,104.79,CHN
37.57,105.11,CHN
37.58,105.42,CHN
37.58,105.74,CHN
37.58,106.05,CHN
37.59,106.36,CHN
37.59,106.68,CHN
37.59,106.99,CHN
37.59,107.31,CHN
37.58,107.62,CHN
37.58,107.94,CHN
37.58,108.25,CHN
37.57,108.57,CHN
37.57,108.88,CHN
37.56,109.19,CHN
37.55,109.51,CHN
37.54,109.82,CHN
37.53,110.14,CHN
37.52,110.45,CHN
37.51,110.76,CHN
37.5,111.08,CHN
37.48,111.39,CHN
37.47,111.7,CHN
37.45,112.02,CHN
37.44,112.33,CHN
37.42,112.64,CHN
37.4,112.95,CHN
37.38,113.27,CHN
37.36,113.58,CHN
37.34,113.89,CHN
37.32,114.2,CHN
37.29,114.51,CHN
37.27,114.83,CHN
37.24,115.14,CHN
37.22,115.45,CHN
37.19,115.76,CHN
37.16,116.07,CHN
37.13,116.38,CHN
37.1,116.69,CHN
37.07,117,CHN
37.04,117.31,CHN
37,117.62,CHN
36.97,117.92,CHN
36.94,118.23,CHN
36.9,118.54,CHN
36.86,118.85,CHN
36.82,119.15,CHN
36.79,119.46,CHN
36.75,119.77,CHN
36.71,120.07,CHN
36.66,120.38,CHN
36.62,120.68,CHN
36.58,120.99,CHN
36.53,121.29,CHN
36.49,121.6,CHN
36.44,121.9,CHN
36.4,122.2,CHN
36.35,122.51,CHN
36.3,122.81,CHN
36.25,123.11,CHN
36.2,123.41,CHN
36.15,123.71,CHN
36.09,124.01,CHN
36.04,124.31,CHN
35.99,124.61,CHN
35.93,124.91,CHN
35.88,125.21,CHN
35.82,125.51,CHN
35.76,125.8,CHN
35.7,126.1,CHN
35.64,126.4,CHN
35.58,126.69,CHN
35.52,126.99,CHN
35.46,127.28,CHN
35.4,127.58,CHN
35.33,127.87,CHN
35.27,128.16,CHN
35.2,128.46,CHN
35.13,128.75,CHN
35.07,129.04,CHN
35,129.33,CHN
34.93,129.62,CHN
34.86,129.91,CHN
34.79,130.2,CHN
34.72,130.48,CHN
34.64,130.77,CHN
34.57,131.06,CHN
32.54,75.01,CHN
32.64,75.28,CHN
32.73,75.54,CHN
32.82,75.82,CHN
32.92,76.09,CHN
33.01,76.36,CHN
33.1,76.63,CHN
33.19,76.9,CHN
33.28,77.18,CHN
33.37,77.45,CHN
33.45,77.73,CHN
33.54,78,CHN
33.63,78.28,CHN
33.71,78.56,CHN
33.8,78.84,CHN
33.88,79.12,CHN
33.96,79.4,CHN
34.05,79.68,CHN
34.13,79.96,CHN
34.21,80.24,CHN
34.29,80.52,CHN
34.37,80.8,CHN
34.45,81.09,CHN
34.52,81.37,CHN
34.6,81.66,CHN
34.68,81.94,CHN
34.75,82.23,CHN
34.83,82.52,CHN
34.9,82.81,CHN
34.97,83.09,CHN
35.04,83.38,CHN
35.11,83.67,CHN
35.18,83.96,CHN
35.25,84.25,CHN
35.32,84.55,CHN
35.39,84.84,CHN
35.46,85.13,CHN
35.52,85.42,CHN
35.59,85.72,CHN
35.65,86.01,CHN
35.71,86.31,CHN
35.78,86.6,CHN
35.84,86.9,CHN
35.9,87.2,CHN
35.96,87.49,CHN
36.02,87.79,CHN
36.08,88.09,CHN
36.13,88.39,CHN
36.19,88.69,CHN
36.24,88.99,CHN
36.3,89.29,CHN
36.35,89.59,CHN
36.4,89.89,CHN
36.46,90.19,CHN
36.51,90.5,CHN
36.56,90.8,CHN
36.6,91.1,CHN
36.65,91.41,CHN
36.7,91.71,CHN
36.75,92.02,CHN
36.79,92.32,CHN
36.83,92.63,CHN
36.88,92.93,CHN
36.92,93.24,CHN
36.96,93.55,CHN
37,93.85,CHN
37.04,94.16,CHN
37.08,94.47,CHN
37.12,94.78,CHN
37.16,95.09,CHN
37.19,95.39,CHN
37.23,95.7,CHN
37.26,96.01,CHN
37.29,96.32,CHN
37.32,96.63,CHN
37.36,96.94,CHN
37.39,97.26,CHN
37.41,97.57,CHN
37.44,97.88,CHN
37.47,98.19,CHN
37.5,98.5,CHN
37.52,98.81,CHN
37.55,99.13,CHN
37.57,99.44,CHN
37.59,99.75,CHN
37.61,100.07,CHN
37.63,100.38,CHN
37.65,100.69,CHN
37.67,101.01,CHN
37.69,101.32,CHN
37.71,101.64,CHN
37.72,101.95,CHN
37.74,102.26,CHN
37.75,102.58,CHN
37.76,102.89,CHN
37.77,103.21,CHN
37.78,103.52,CHN
37.79,103.84,CHN
37.8,104.15,CHN
37.81,104.47,CHN
37.82,104.79,CHN
37.82,105.1,CHN
37.83,105.42,CHN
37.83,105.73,CHN
37.83,106.05,CHN
37.84,106.36,CHN
37.84,106.68,CHN
37.84,106.99,CHN
37.84,107.31,CHN
37.83,107.63,CHN
37.83,107.94,CHN
37.83,108.26,CHN
37.82,108.57,CHN
37.82,108.89,CHN
37.81,109.2,CHN
37.8,109.52,CHN
37.79,109.83,CHN
37.78,110.15,CHN
37.77,110.46,CHN
37.76,110.78,CHN
37.75,111.09,CHN
37.73,111.41,CHN
37.72,111.72,CHN
37.7,112.04,CHN
37.68,112.35,CHN
37.67,112.66,CHN
37.65,112.98,CHN
37.63,113.29,CHN
37.61,113.61,CHN
37.59,113.92,CHN
37.56,114.23,CHN
37.54,114.54,CHN
37.52,114.86,CHN
37.49,115.17,CHN
37.46,115.48,CHN
37.44,115.79,CHN
37.41,116.1,CHN
37.38,116.42,CHN
37.35,116.73,CHN
37.32,117.04,CHN
37.28,117.35,CHN
37.25,117.66,CHN
37.22,117.97,CHN
37.18,118.28,CHN
37.15,118.59,CHN
37.11,118.89,CHN
37.07,119.2,CHN
37.03,119.51,CHN
36.99,119.82,CHN
36.95,120.13,CHN
36.91,120.43,CHN
36.87,120.74,CHN
36.82,121.04,CHN
36.78,121.35,CHN
36.73,121.65,CHN
36.69,121.96,CHN
36.64,122.26,CHN
36.59,122.57,CHN
36.54,122.87,CHN
36.49,123.17,CHN
36.44,123.48,CHN
36.39,123.78,CHN
36.34,124.08,CHN
36.28,124.38,CHN
36.23,124.68,CHN
36.17,124.98,CHN
36.12,125.28,CHN
36.06,125.58,CHN
36,125.88,CHN
35.94,126.17,CHN
35.88,126.47,CHN
35.82,126.77,CHN
35.76,127.06,CHN
35.7,127.36,CHN
35.63,127.65,CHN
35.57,127.95,CHN
35.51,128.24,CHN
35.44,128.54,CHN
35.37,128.83,CHN
35.3,129.12,CHN
35.24,129.41,CHN
35.17,129.7,CHN
35.1,129.99,CHN
35.03,130.28,CHN
34.95,130.57,CHN
34.88,130.86,CHN
34.81,131.15,CHN
32.77,74.89,CHN
32.86,75.16,CHN
32.96,75.43,CHN
33.05,75.7,CHN
33.14,75.98,CHN
33.24,76.25,CHN
33.33,76.52,CHN
33.42,76.8,CHN
33.51,77.07,CHN
33.6,77.35,CHN
33.68,77.62,CHN
33.77,77.9,CHN
33.86,78.18,CHN
33.94,78.46,CHN
34.03,78.74,CHN
34.11,79.02,CHN
34.2,79.3,CHN
34.28,79.58,CHN
34.36,79.86,CHN
34.44,80.14,CHN
34.52,80.42,CHN
34.6,80.71,CHN
34.68,80.99,CHN
34.76,81.28,CHN
34.84,81.57,CHN
34.91,81.85,CHN
34.99,82.14,CHN
35.06,82.43,CHN
35.14,82.72,CHN
35.21,83.01,CHN
35.28,83.3,CHN
35.35,83.59,CHN
35.42,83.88,CHN
35.49,84.17,CHN
35.56,84.46,CHN
35.63,84.76,CHN
35.7,85.05,CHN
35.76,85.34,CHN
35.83,85.64,CHN
35.89,85.93,CHN
35.95,86.23,CHN
36.02,86.53,CHN
36.08,86.82,CHN
36.14,87.12,CHN
36.2,87.42,CHN
36.26,87.72,CHN
36.32,88.02,CHN
36.37,88.32,CHN
36.43,88.62,CHN
36.49,88.92,CHN
36.54,89.22,CHN
36.59,89.52,CHN
36.65,89.83,CHN
36.7,90.13,CHN
36.75,90.43,CHN
36.8,90.74,CHN
36.85,91.04,CHN
36.9,91.35,CHN
36.94,91.65,CHN
36.99,91.96,CHN
37.04,92.26,CHN
37.08,92.57,CHN
37.12,92.88,CHN
37.17,93.19,CHN
37.21,93.49,CHN
37.25,93.8,CHN
37.29,94.11,CHN
37.33,94.42,CHN
37.36,94.73,CHN
37.4,95.04,CHN
37.44,95.35,CHN
37.47,95.66,CHN
37.51,95.97,CHN
37.54,96.28,CHN
37.57,96.59,CHN
37.6,96.91,CHN
37.63,97.22,CHN
37.66,97.53,CHN
37.69,97.84,CHN
37.72,98.16,CHN
37.74,98.47,CHN
37.77,98.78,CHN
37.79,99.1,CHN
37.82,99.41,CHN
37.84,99.73,CHN
37.86,100.04,CHN
37.88,100.35,CHN
37.9,100.67,CHN
37.92,100.98,CHN
37.94,101.3,CHN
37.95,101.62,CHN
37.97,101.93,CHN
37.98,102.25,CHN
38,102.56,CHN
38.01,102.88,CHN
38.02,103.2,CHN
38.03,103.51,CHN
38.04,103.83,CHN
38.05,104.14,CHN
38.06,104.46,CHN
38.07,104.78,CHN
38.07,105.09,CHN
38.08,105.41,CHN
38.08,105.73,CHN
38.08,106.04,CHN
38.09,106.36,CHN
38.09,106.68,CHN
38.09,107,CHN
38.08,107.31,CHN
38.08,107.63,CHN
38.08,107.95,CHN
38.08,108.26,CHN
38.07,108.58,CHN
38.06,108.9,CHN
38.06,109.21,CHN
38.05,109.53,CHN
38.04,109.85,CHN
38.03,110.16,CHN
38.02,110.48,CHN
38.01,110.79,CHN
37.99,111.11,CHN
37.98,111.43,CHN
37.97,111.74,CHN
37.95,112.06,CHN
37.93,112.37,CHN
37.92,112.69,CHN
37.9,113,CHN
37.88,113.32,CHN
37.86,113.63,CHN
37.83,113.95,CHN
37.81,114.26,CHN
37.79,114.58,CHN
37.76,114.89,CHN
37.74,115.2,CHN
37.71,115.52,CHN
37.68,115.83,CHN
37.65,116.14,CHN
37.63,116.45,CHN
37.59,116.77,CHN
37.56,117.08,CHN
37.53,117.39,CHN
37.5,117.7,CHN
37.46,118.01,CHN
37.43,118.32,CHN
37.39,118.63,CHN
37.35,118.94,CHN
37.32,119.25,CHN
37.28,119.56,CHN
37.24,119.87,CHN
37.2,120.18,CHN
37.15,120.48,CHN
37.11,120.79,CHN
37.07,121.1,CHN
37.02,121.41,CHN
36.98,121.71,CHN
36.93,122.02,CHN
36.88,122.32,CHN
36.84,122.63,CHN
36.79,122.93,CHN
36.74,123.24,CHN
36.68,123.54,CHN
36.63,123.84,CHN
36.58,124.15,CHN
36.53,124.45,CHN
36.47,124.75,CHN
36.42,125.05,CHN
36.36,125.35,CHN
36.3,125.65,CHN
36.24,125.95,CHN
36.18,126.25,CHN
36.12,126.55,CHN
36.06,126.84,CHN
36,127.14,CHN
35.94,127.44,CHN
35.87,127.73,CHN
35.81,128.03,CHN
35.74,128.32,CHN
35.68,128.62,CHN
35.61,128.91,CHN
35.54,129.2,CHN
35.47,129.5,CHN
35.4,129.79,CHN
35.33,130.08,CHN
35.26,130.37,CHN
35.19,130.66,CHN
35.12,130.95,CHN
35.04,131.24,CHN
33,74.78,CHN
33.09,75.05,CHN
33.19,75.32,CHN
33.28,75.59,CHN
33.37,75.87,CHN
33.46,76.14,CHN
33.56,76.41,CHN
33.65,76.69,CHN
33.74,76.96,CHN
33.83,77.24,CHN
33.91,77.52,CHN
34,77.79,CHN
34.09,78.07,CHN
34.18,78.35,CHN
34.26,78.63,CHN
34.35,78.91,CHN
34.43,79.19,CHN
34.51,79.48,CHN
34.59,79.76,CHN
34.68,80.04,CHN
34.76,80.33,CHN
34.84,80.61,CHN
34.92,80.9,CHN
34.99,81.18,CHN
35.07,81.47,CHN
35.15,81.76,CHN
35.22,82.05,CHN
35.3,82.34,CHN
35.37,82.63,CHN
35.45,82.92,CHN
35.52,83.21,CHN
35.59,83.5,CHN
35.66,83.79,CHN
35.73,84.08,CHN
35.8,84.38,CHN
35.87,84.67,CHN
35.93,84.97,CHN
36,85.26,CHN
36.07,85.56,CHN
36.13,85.85,CHN
36.19,86.15,CHN
36.26,86.45,CHN
36.32,86.75,CHN
36.38,87.05,CHN
36.44,87.35,CHN
36.5,87.65,CHN
36.56,87.95,CHN
36.62,88.25,CHN
36.67,88.55,CHN
36.73,88.85,CHN
36.78,89.15,CHN
36.84,89.46,CHN
36.89,89.76,CHN
36.94,90.07,CHN
36.99,90.37,CHN
37.04,90.68,CHN
37.09,90.98,CHN
37.14,91.29,CHN
37.19,91.59,CHN
37.23,91.9,CHN
37.28,92.21,CHN
37.32,92.52,CHN
37.37,92.82,CHN
37.41,93.13,CHN
37.45,93.44,CHN
37.49,93.75,CHN
37.53,94.06,CHN
37.57,94.37,CHN
37.61,94.68,CHN
37.65,94.99,CHN
37.68,95.31,CHN
37.72,95.62,CHN
37.75,95.93,CHN
37.79,96.24,CHN
37.82,96.55,CHN
37.85,96.87,CHN
37.88,97.18,CHN
37.91,97.49,CHN
37.94,97.81,CHN
37.97,98.12,CHN
37.99,98.44,CHN
38.02,98.75,CHN
38.04,99.07,CHN
38.07,99.38,CHN
38.09,99.7,CHN
38.11,100.01,CHN
38.13,100.33,CHN
38.15,100.65,CHN
38.17,100.96,CHN
38.19,101.28,CHN
38.2,101.6,CHN
38.22,101.91,CHN
38.23,102.23,CHN
38.25,102.55,CHN
38.26,102.86,CHN
38.27,103.18,CHN
38.28,103.5,CHN
38.29,103.82,CHN
38.3,104.13,CHN
38.31,104.45,CHN
38.32,104.77,CHN
38.32,105.09,CHN
38.33,105.41,CHN
38.33,105.72,CHN
38.33,106.04,CHN
38.33,106.36,CHN
38.34,106.68,CHN
38.34,107,CHN
38.33,107.31,CHN
38.33,107.63,CHN
38.33,107.95,CHN
38.32,108.27,CHN
38.32,108.59,CHN
38.31,108.9,CHN
38.31,109.22,CHN
38.3,109.54,CHN
38.29,109.86,CHN
38.28,110.17,CHN
38.27,110.49,CHN
38.26,110.81,CHN
38.24,111.13,CHN
38.23,111.44,CHN
38.21,111.76,CHN
38.2,112.08,CHN
38.18,112.39,CHN
38.16,112.71,CHN
38.14,113.03,CHN
38.13,113.34,CHN
38.1,113.66,CHN
38.08,113.98,CHN
38.06,114.29,CHN
38.04,114.61,CHN
38.01,114.92,CHN
37.99,115.24,CHN
37.96,115.55,CHN
37.93,115.86,CHN
37.9,116.18,CHN
37.87,116.49,CHN
37.84,116.8,CHN
37.81,117.12,CHN
37.78,117.43,CHN
37.74,117.74,CHN
37.71,118.06,CHN
37.67,118.37,CHN
37.64,118.68,CHN
37.6,118.99,CHN
37.56,119.3,CHN
37.52,119.61,CHN
37.48,119.92,CHN
37.44,120.23,CHN
37.4,120.54,CHN
37.36,120.85,CHN
37.31,121.16,CHN
37.27,121.46,CHN
37.22,121.77,CHN
37.18,122.08,CHN
37.13,122.38,CHN
37.08,122.69,CHN
37.03,123,CHN
36.98,123.3,CHN
36.93,123.6,CHN
36.88,123.91,CHN
36.82,124.21,CHN
36.77,124.52,CHN
36.71,124.82,CHN
36.66,125.12,CHN
36.6,125.42,CHN
36.54,125.72,CHN
36.48,126.02,CHN
36.42,126.32,CHN
36.36,126.62,CHN
36.3,126.92,CHN
36.24,127.22,CHN
36.18,127.52,CHN
36.11,127.81,CHN
36.05,128.11,CHN
35.98,128.41,CHN
35.92,128.7,CHN
35.85,129,CHN
35.78,129.29,CHN
35.71,129.58,CHN
35.64,129.88,CHN
35.57,130.17,CHN
35.5,130.46,CHN
35.43,130.75,CHN
35.35,131.04,CHN
35.28,131.33,CHN
33.22,74.67,CHN
33.32,74.94,CHN
33.41,75.21,CHN
33.51,75.48,CHN
33.6,75.75,CHN
33.69,76.03,CHN
33.78,76.3,CHN
33.88,76.58,CHN
33.97,76.86,CHN
34.06,77.13,CHN
34.14,77.41,CHN
34.23,77.69,CHN
34.32,77.97,CHN
34.41,78.25,CHN
34.49,78.53,CHN
34.58,78.81,CHN
34.66,79.09,CHN
34.75,79.38,CHN
34.83,79.66,CHN
34.91,79.94,CHN
34.99,80.23,CHN
35.07,80.52,CHN
35.15,80.8,CHN
35.23,81.09,CHN
35.31,81.38,CHN
35.38,81.67,CHN
35.46,81.96,CHN
35.53,82.25,CHN
35.61,82.54,CHN
35.68,82.83,CHN
35.76,83.12,CHN
35.83,83.41,CHN
35.9,83.7,CHN
35.97,84,CHN
36.04,84.29,CHN
36.11,84.59,CHN
36.17,84.88,CHN
36.24,85.18,CHN
36.31,85.48,CHN
36.37,85.77,CHN
36.43,86.07,CHN
36.5,86.37,CHN
36.56,86.67,CHN
36.62,86.97,CHN
36.68,87.27,CHN
