x,y,human20_585
23.72,104.9,81605.4265
23.72,105.16,104865.1553
23.73,105.42,74167.10419
23.73,105.67,51414.26789
23.73,105.93,38213.14037
23.73,106.19,68373.39089
23.74,106.44,148980.7839
23.74,106.7,142921.6226
23.74,106.96,103523.437
23.74,107.21,62634.63714
23.73,107.47,76820.17975
23.73,107.73,135026.0772
23.73,107.98,184715.5691
23.72,108.24,96636.81589
23.72,108.5,105259.6882
23.71,108.75,165561.909
23.71,109.01,311421.2996
23.7,109.27,94556.3721
23.69,109.52,82961.97966
23.69,109.78,36515.44397
23.68,110.04,110935.6329
23.67,110.29,114546.7748
23.66,110.55,121192.0715
23.64,110.81,74294.97106
23.63,111.06,69589.02671
23.62,111.32,103277.707
23.61,111.58,138862.4804
23.59,111.83,106708.6732
23.58,112.09,149970.5457
23.56,112.34,186849.7023
23.54,112.6,214019.7466
23.53,112.85,691320.847
23.51,113.11,228640.2072
23.49,113.36,459126.9339
23.47,113.62,170599.1204
23.45,113.87,91639.87137
23.43,114.13,108013.7215
23.41,114.38,148199.5783
23.38,114.64,126904.6624
23.36,114.89,122595.825
23.34,115.15,85243.43354
23.31,115.4,247703.0024
23.29,115.65,419695.6546
23.26,115.91,1285049.462
23.23,116.16,2239636.908
23.21,116.42,
23.18,116.67,
23.15,116.92,
23.12,117.17,
23.09,117.43,
23.06,117.68,
23.02,117.93,
22.99,118.18,
22.96,118.43,
22.92,118.69,
22.89,118.94,
22.85,119.19,
22.82,119.44,
22.78,119.69,
22.74,119.94,
22.7,120.19,
22.66,120.44,171615.7373
22.62,120.69,13213.97112
22.58,120.94,
22.54,121.19,
22.5,121.43,
22.46,121.68,
22.41,121.93,
22.37,122.18,
22.32,122.43,
22.28,122.67,
22.23,122.92,
22.18,123.17,
22.14,123.41,
22.09,123.66,
22.04,123.9,
21.99,124.15,
21.94,124.39,
21.89,124.64,
21.84,124.88,
21.78,125.13,
21.73,125.37,
21.68,125.61,
21.62,125.85,
21.57,126.1,
21.51,126.34,
21.46,126.58,
21.4,126.82,0
19.86,80.38,0
19.93,80.62,0
20,80.85,0
20.08,81.08,0
20.15,81.31,0
20.22,81.54,0
20.29,81.78,0
20.36,82.01,0
20.43,82.24,0
20.5,82.48,0
20.57,82.71,0
20.64,82.95,0
20.7,83.18,0
20.77,83.42,0
20.84,83.66,0
20.9,83.89,0
20.97,84.13,0
21.03,84.37,0
21.1,84.61,0
21.16,84.85,0
21.22,85.09,0
21.28,85.32,0
21.34,85.56,0
21.4,85.8,0
21.46,86.05,0
21.52,86.29,0
21.58,86.53,0
21.64,86.77,0
21.7,87.01,0
21.75,87.25,0
21.81,87.5,0
21.86,87.74,0
21.92,87.98,0
21.97,88.23,0
22.03,88.47,0
22.08,88.72,0
22.13,88.96,0
22.18,89.21,0
22.23,89.45,0
22.28,89.7,0
22.33,89.94,528146.7386
22.38,90.19,462338.7857
22.43,90.44,
22.47,90.69,
22.52,90.93,
22.56,91.18,
22.61,91.43,
22.65,91.68,338410.232
22.7,91.93,118880.1466
22.74,92.18,65087.52463
22.78,92.42,25087.76283
22.82,92.67,39187.32043
22.86,92.92,19183.78263
22.9,93.17,12298.98339
22.94,93.42,12051.55622
22.98,93.68,13297.50257
23.02,93.93,87052.5739
23.06,94.18,25443.3971
23.09,94.43,19638.39689
23.13,94.68,23220.2913
23.16,94.93,42847.14519
23.2,95.19,36862.11414
23.23,95.44,34609.71809
23.26,95.69,55577.66528
23.3,95.94,38514.2558
23.33,96.2,13607.68617
23.36,96.45,6634.554193
23.39,96.7,6676.735358
23.42,96.96,8952.192195
23.45,97.21,21868.63468
23.47,97.46,42598.78229
23.5,97.72,50842.33468
23.53,97.97,26852.91077
23.55,98.23,23277.04956
23.58,98.48,56094.09803
23.6,98.74,68852.95675
23.62,98.99,61178.97745
23.65,99.25,52144.8396
23.67,99.5,44386.09346
23.69,99.76,103501.0886
23.71,100.02,105358.8356
23.73,100.27,25800.37324
23.75,100.53,30952.62567
23.77,100.78,33642.85185
23.78,101.04,31535.2647
23.8,101.3,39138.45285
23.81,101.55,29647.13186
23.83,101.81,61645.64624
23.84,102.07,43955.30049
23.86,102.32,67817.3582
23.87,102.58,129401.0247
23.88,102.84,66625.07006
23.89,103.09,97331.63174
23.9,103.35,38447.31446
23.91,103.61,29413.4355
23.92,103.87,84445.50018
23.93,104.12,114419.7708
23.94,104.38,66470.93156
23.95,104.64,92727.7111
23.95,104.9,91602.85663
23.96,105.15,51166.94349
23.96,105.41,41299.34243
23.96,105.67,22137.37062
23.97,105.93,33581.51703
23.97,106.18,50892.53643
23.97,106.44,66141.95452
23.97,106.7,51374.37092
23.97,106.96,80152.78591
23.97,107.22,87796.70108
23.97,107.47,68480.44509
23.97,107.73,82987.27742
23.96,107.99,157231.3109
23.96,108.25,84584.48915
23.96,108.5,122816.6768
23.95,108.76,73084.19386
23.94,109.02,100028.1167
23.94,109.28,95104.85662
23.93,109.53,117213.2526
23.92,109.79,76987.62836
23.91,110.05,24264.37401
23.9,110.31,84709.47785
23.89,110.56,92470.39933
23.88,110.82,80573.7581
23.87,111.08,38214.4399
23.85,111.33,122253.9052
23.84,111.59,122824.904
23.83,111.85,281508.289
23.81,112.1,172795.9775
23.79,112.36,71410.33221
23.78,112.62,139493.4036
23.76,112.87,246891.4866
23.74,113.13,181610.6588
23.72,113.39,207329.5072
23.7,113.64,65046.36431
23.68,113.9,52995.94836
23.66,114.15,166794.1793
23.64,114.41,544523.2867
23.62,114.66,121072.1649
23.59,114.92,176371.8259
23.57,115.17,191460.7473
23.55,115.43,236000.9315
23.52,115.68,100902.6501
23.49,115.94,854404.2919
23.47,116.19,1706592.397
23.44,116.45,1790834.956
23.41,116.7,
23.38,116.95,
23.35,117.21,
23.32,117.46,
23.29,117.71,
23.26,117.97,
23.22,118.22,
23.19,118.47,
23.15,118.72,
23.12,118.98,
23.08,119.23,
23.05,119.48,
23.01,119.73,
22.97,119.98,
22.93,120.23,213995.1585
22.89,120.48,53970.27885
22.85,120.73,3101.455211
22.81,120.98,
22.77,121.23,
22.73,121.48,
22.69,121.73,
22.64,121.98,
22.6,122.23,
22.55,122.47,
22.51,122.72,
22.46,122.97,
22.41,123.22,
22.37,123.46,
22.32,123.71,
22.27,123.96,
22.22,124.2,
22.17,124.45,
22.12,124.69,
22.06,124.94,
22.01,125.18,
21.96,125.43,
21.9,125.67,
21.85,125.91,
21.79,126.16,
21.74,126.4,
21.68,126.64,
21.62,126.88,0
20.07,80.31,0
20.15,80.54,0
20.22,80.77,0
20.29,81,0
20.37,81.23,0
20.44,81.47,0
20.51,81.7,0
20.58,81.93,0
20.65,82.17,0
20.72,82.4,0
20.79,82.64,0
20.86,82.88,0
20.93,83.11,0
20.99,83.35,0
21.06,83.59,0
21.12,83.82,0
21.19,84.06,0
21.25,84.3,0
21.32,84.54,0
21.38,84.78,0
21.44,85.02,0
21.51,85.26,0
21.57,85.5,0
21.63,85.74,0
21.69,85.98,0
21.75,86.22,0
21.81,86.46,0
21.86,86.71,0
21.92,86.95,0
21.98,87.19,0
22.03,87.44,0
22.09,87.68,0
22.14,87.92,0
22.2,88.17,0
22.25,88.41,0
22.3,88.66,0
22.36,88.91,0
22.41,89.15,0
22.46,89.4,0
22.51,89.64,0
22.56,89.89,411626.1285
22.61,90.14,834185.7857
22.65,90.39,
22.7,90.63,
22.75,90.88,1337279.114
22.79,91.13,992890.7157
22.84,91.38,777296.1317
22.88,91.63,307821.6305
22.93,91.88,210900.368
22.97,92.13,58567.85539
23.01,92.38,10413.55117
23.05,92.63,33735.60831
23.09,92.88,25173.91233
23.13,93.13,23535.70878
23.17,93.38,24097.83498
23.21,93.63,22876.83372
23.25,93.89,74441.78717
23.29,94.14,45743.35613
23.32,94.39,11615.65068
23.36,94.64,15399.05181
23.4,94.9,22882.42244
23.43,95.15,30887.76472
23.46,95.4,49853.17076
23.5,95.65,47384.08908
23.53,95.91,44075.45685
23.56,96.16,37134.2565
23.59,96.42,17414.03658
23.62,96.67,8477.539625
23.65,96.93,8734.420073
23.68,97.18,22798.50301
23.71,97.44,54001.35103
23.73,97.69,83068.94043
23.76,97.95,42191.94569
23.79,98.2,29394.18366
23.81,98.46,34224.48969
23.83,98.71,39189.31248
23.86,98.97,82978.78312
23.88,99.22,88235.05883
23.9,99.48,49547.63275
23.92,99.74,61432.48633
23.94,99.99,94178.87376
23.96,100.25,68203.59537
23.98,100.51,29886.86163
24,100.76,56354.8743
24.02,101.02,50416.7516
24.03,101.28,55455.91379
24.05,101.54,43971.11204
24.06,101.79,39324.89168
24.08,102.05,49620.70117
24.09,102.31,168990.5826
24.11,102.57,378223.4714
24.12,102.82,172163.3683
24.13,103.08,120789.8004
24.14,103.34,95348.65987
24.15,103.6,32336.60045
24.16,103.86,57116.55493
24.17,104.12,65016.2296
24.17,104.37,32084.9108
24.18,104.63,54208.68472
24.19,104.89,61621.73712
24.19,105.15,27169.88154
24.2,105.41,32937.90799
24.2,105.67,24271.53607
24.2,105.92,27153.75032
24.21,106.18,45823.39942
24.21,106.44,89528.3712
24.21,106.7,55416.72466
24.21,106.96,51180.40644
24.21,107.22,63763.12966
24.2,107.48,59869.841
24.2,107.73,75815.35245
24.2,107.99,82688.44967
24.2,108.25,90581.47687
24.19,108.51,97606.5759
24.19,108.77,68729.74347
24.18,109.03,420203.8501
24.17,109.28,1305052.222
24.16,109.54,42940.20908
24.16,109.8,83625.09499
24.15,110.06,29534.34974
24.14,110.32,139998.7971
24.13,110.57,86565.91395
24.11,110.83,56328.87531
24.1,111.09,145007.0107
24.09,111.35,94907.70467
24.08,111.61,43956.24936
24.06,111.86,201112.4863
24.05,112.12,85094.18803
24.03,112.38,72263.20686
24.01,112.64,138294.0728
24,112.89,74500.17065
23.98,113.15,184945.3135
23.96,113.41,126569.3774
23.94,113.66,72068.34784
23.92,113.92,75208.87372
23.9,114.18,34306.05857
23.87,114.43,44708.93434
23.85,114.69,131489.8064
23.83,114.94,100427.8339
23.8,115.2,123579.448
23.78,115.46,240039.884
23.75,115.71,189750.1954
23.73,115.97,256949.2563
23.7,116.22,238849.5407
23.67,116.48,472882.377
23.64,116.73,
23.61,116.99,
23.58,117.24,
23.55,117.49,
23.52,117.75,
23.49,118,
23.45,118.26,
23.42,118.51,
23.39,118.76,
23.35,119.01,
23.32,119.27,
23.28,119.52,
23.24,119.77,
23.2,120.02,
23.16,120.27,101382.7176
23.12,120.52,9938.699936
23.08,120.78,1836.56994
23.04,121.03,24080.95042
23,121.28,
22.96,121.53,
22.92,121.78,
22.87,122.03,
22.83,122.27,
22.78,122.52,
22.74,122.77,
22.69,123.02,
22.64,123.27,
22.59,123.52,
22.54,123.76,
22.5,124.01,
22.45,124.26,
22.39,124.5,
22.34,124.75,
22.29,124.99,
22.24,125.24,
22.18,125.48,
22.13,125.73,
22.08,125.97,
22.02,126.22,
21.96,126.46,
21.91,126.7,
21.85,126.95,0
20.29,80.23,0
20.37,80.46,0
20.44,80.69,0
20.51,80.92,0
20.59,81.16,0
20.66,81.39,0
20.73,81.62,0
20.8,81.86,0
20.87,82.09,0
20.94,82.33,0
21.01,82.57,0
21.08,82.8,0
21.15,83.04,0
21.21,83.28,0
21.28,83.52,0
21.35,83.75,0
21.41,83.99,0
21.48,84.23,0
21.54,84.47,0
21.6,84.71,0
21.67,84.95,0
21.73,85.19,0
21.79,85.43,0
21.85,85.67,0
21.91,85.92,0
21.97,86.16,0
22.03,86.4,0
22.09,86.64,0
22.15,86.89,0
22.2,87.13,0
22.26,87.38,0
22.32,87.62,0
22.37,87.87,0
22.43,88.11,0
22.48,88.36,0
22.53,88.6,0
22.58,88.85,0
22.64,89.1,0
22.69,89.34,0
22.74,89.59,0
22.79,89.84,209604.4243
22.83,90.09,756083.4163
22.88,90.33,
22.93,90.58,
22.98,90.83,948258.563
23.02,91.08,1329523.793
23.07,91.33,374656.0734
23.11,91.58,161692.1284
23.16,91.83,114492.5435
23.2,92.08,53458.51489
23.24,92.33,17745.5609
23.28,92.58,25752.61446
23.33,92.84,35194.33521
23.37,93.09,29788.58314
23.41,93.34,25714.10158
23.44,93.59,17011.08986
23.48,93.84,19674.39688
23.52,94.1,42054.5003
23.56,94.35,9051.462922
23.59,94.6,10361.40838
23.63,94.86,19817.99271
23.66,95.11,29230.52717
23.7,95.36,44450.78735
23.73,95.62,42003.53883
23.76,95.87,49627.83466
23.79,96.13,48395.0381
23.82,96.38,19551.14006
23.85,96.64,20082.50783
23.88,96.89,29677.05896
23.91,97.15,10369.74826
23.94,97.41,25091.1585
23.97,97.66,149665.3079
23.99,97.92,65084.54697
24.02,98.17,59836.96375
24.04,98.43,50031.23941
24.07,98.69,27749.64814
24.09,98.94,65589.66607
24.11,99.2,92212.44768
24.14,99.46,65399.85733
24.16,99.71,65696.09932
24.18,99.97,131709.2361
24.2,100.23,74655.00304
24.22,100.49,59023.25147
24.24,100.75,56299.97739
24.25,101,52363.01918
24.27,101.26,23226.72422
24.29,101.52,16294.41931
24.3,101.78,25583.81747
24.31,102.04,38081.92118
24.33,102.29,404643.1941
24.34,102.55,212263.5619
24.35,102.81,93195.40299
24.36,103.07,80941.57145
24.38,103.33,246556.947
24.38,103.59,166312.4336
24.39,103.85,74770.82608
24.4,104.11,29117.79798
24.41,104.37,22986.5405
24.42,104.62,32622.19682
24.42,104.88,67628.732
24.43,105.14,59865.74424
24.43,105.4,54284.72587
24.44,105.66,37793.93975
24.44,105.92,33909.33892
24.44,106.18,38096.55401
24.44,106.44,53800.67408
24.44,106.7,58804.1423
24.44,106.96,71880.22598
24.44,107.22,92682.90072
24.44,107.48,44845.55173
24.44,107.74,68082.48175
24.44,108,76410.68712
24.43,108.26,102621.8552
24.43,108.51,128861.9686
24.42,108.77,89481.51215
24.41,109.03,78442.33241
24.41,109.29,149609.539
24.4,109.55,193953.6028
24.39,109.81,89763.73944
24.38,110.07,208997.7999
24.37,110.33,86513.59978
24.36,110.59,82780.36714
24.35,110.85,126141.7968
24.34,111.1,174461.4119
24.32,111.36,351321.7668
24.31,111.62,73380.69727
24.3,111.88,38421.77205
24.28,112.14,40365.13724
24.26,112.4,112433.8469
24.25,112.65,113142.1925
24.23,112.91,103837.0328
24.21,113.17,166153.7916
24.19,113.43,139492.2582
24.17,113.69,118065.8926
24.15,113.94,132221.1803
24.13,114.2,75134.81368
24.11,114.46,120148.3328
24.09,114.71,157198.1128
24.06,114.97,211334.5209
24.04,115.23,363664.1445
24.01,115.48,544836.9733
23.99,115.74,284666.8144
23.96,116,83845.89537
23.93,116.25,66528.10351
23.9,116.51,128978.3779
23.88,116.76,235840.0549
23.85,117.02,219544.5835
23.82,117.27,
23.78,117.53,
23.75,117.78,
23.72,118.04,
23.69,118.29,
23.65,118.55,
23.62,118.8,
23.58,119.05,
23.55,119.31,
23.51,119.56,
23.47,119.81,
23.43,120.06,
23.39,120.32,569854.1956
23.36,120.57,26234.76485
23.31,120.82,2715.671891
23.27,121.07,21327.89246
23.23,121.32,
23.19,121.57,
23.15,121.82,
23.1,122.07,
23.06,122.32,
23.01,122.57,
22.96,122.82,
22.92,123.07,
22.87,123.32,
22.82,123.57,
22.77,123.82,
22.72,124.06,
22.67,124.31,
22.62,124.56,
22.57,124.81,
22.52,125.05,
22.46,125.3,
22.41,125.54,
22.36,125.79,
22.3,126.03,
22.25,126.28,
22.19,126.52,
22.13,126.77,
22.07,127.01,0
20.51,80.15,0
20.58,80.38,0
20.66,80.61,0
20.73,80.84,0
20.8,81.08,0
20.88,81.31,0
20.95,81.55,0
21.02,81.78,0
21.09,82.02,0
21.16,82.26,0
21.23,82.49,0
21.3,82.73,0
21.37,82.97,0
21.44,83.21,0
21.5,83.44,0
21.57,83.68,0
21.63,83.92,0
21.7,84.16,0
21.76,84.4,0
21.83,84.64,0
21.89,84.88,0
21.95,85.13,0
22.02,85.37,0
22.08,85.61,0
22.14,85.85,0
22.2,86.09,0
22.26,86.34,0
22.32,86.58,0
22.37,86.83,0
22.43,87.07,0
22.49,87.32,0
22.54,87.56,0
22.6,87.81,0
22.65,88.05,0
22.71,88.3,0
22.76,88.55,0
22.81,88.79,0
22.86,89.04,0
22.91,89.29,0
22.97,89.54,0
23.01,89.79,116150.9934
23.06,90.03,706943.3121
23.11,90.28,
23.16,90.53,
23.21,90.78,1166542.911
23.25,91.03,1416137.95
23.3,91.28,314842.2882
23.34,91.53,205824.0787
23.39,91.78,74289.91327
23.43,92.04,59308.71307
23.47,92.29,16022.85473
23.52,92.54,203226.8595
23.56,92.79,28426.74704
23.6,93.04,26491.6557
23.64,93.3,17156.38301
23.68,93.55,6612.18342
23.71,93.8,5373.833214
23.75,94.06,39921.69403
23.79,94.31,13624.92627
23.82,94.56,14116.50996
23.86,94.82,19835.91604
23.89,95.07,21224.3709
23.93,95.33,28033.79436
23.96,95.58,32541.22462
23.99,95.84,41562.59456
24.03,96.09,54239.89097
24.06,96.35,33361.37303
24.09,96.61,46330.57835
24.12,96.86,50268.35574
24.15,97.12,34375.27096
24.17,97.37,22003.36582
24.2,97.63,95158.75949
24.23,97.89,39648.73171
24.25,98.15,57142.90334
24.28,98.4,182904.8377
24.3,98.66,89341.46435
24.33,98.92,53492.0017
24.35,99.18,70120.94984
24.37,99.43,74996.75558
24.39,99.69,92428.28783
24.41,99.95,98585.53348
24.43,100.21,70746.84425
24.45,100.47,46545.03694
24.47,100.73,69722.01081
24.49,100.98,22132.42592
24.5,101.24,20414.85235
24.52,101.5,53823.41163
24.54,101.76,47644.32486
24.55,102.02,114594.2482
24.56,102.28,92715.64342
24.58,102.54,194304.0628
24.59,102.8,198094.2712
24.6,103.06,197157.4855
24.61,103.32,51635.43462
24.62,103.58,225432.6374
24.63,103.84,136625.0572
24.64,104.1,96468.03764
24.65,104.36,47348.79332
24.65,104.62,45708.89813
24.66,104.88,44313.55478
24.66,105.14,80951.70027
24.67,105.4,61880.25878
24.67,105.66,49303.22626
24.68,105.92,25608.50319
24.68,106.18,36004.54027
24.68,106.44,49970.48917
24.68,106.7,25358.79448
24.68,106.96,45041.44498
24.68,107.22,56826.86091
24.68,107.48,56852.79268
24.67,107.74,155216.7235
24.67,108,150902.7925
24.67,108.26,33873.45764
24.66,108.52,53426.56629
24.66,108.78,96923.23644
24.65,109.04,139229.1403
24.64,109.3,103271.7811
24.64,109.56,61942.08609
24.63,109.82,41676.97933
24.62,110.08,87137.17341
24.61,110.34,210633.5624
24.6,110.6,202023.6395
24.59,110.86,64964.51627
24.57,111.12,142399.841
24.56,111.38,95595.17919
24.55,111.64,91907.68873
24.53,111.9,99527.42074
24.52,112.16,139270.2866
24.5,112.41,104486.8507
24.48,112.67,69183.09272
24.47,112.93,27516.50827
24.45,113.19,54987.93275
24.43,113.45,75162.86117
24.41,113.71,66059.51082
24.39,113.97,117660.8933
24.37,114.22,162395.8679
24.34,114.48,54715.32121
24.32,114.74,224482.3227
24.3,115,115737.7999
24.27,115.25,150045.6607
24.25,115.51,259346.6756
24.22,115.77,351030.3708
24.19,116.03,371110.1046
24.17,116.28,55934.0551
24.14,116.54,159936.3725
24.11,116.8,204197.486
24.08,117.05,177356.55
24.05,117.31,267417.2404
24.02,117.56,
23.99,117.82,
23.95,118.07,
23.92,118.33,
23.89,118.58,
23.85,118.84,
23.82,119.09,
23.78,119.35,
23.74,119.6,
23.7,119.85,
23.67,120.11,
23.63,120.36,387646.97
23.59,120.61,47195.9579
23.55,120.86,6501.074518
23.5,121.12,14748.84192
23.46,121.37,
23.42,121.62,
23.38,121.87,
23.33,122.12,
23.29,122.37,
23.24,122.62,
23.19,122.87,
23.15,123.12,
23.1,123.37,
23.05,123.62,
23,123.87,
22.95,124.12,
22.9,124.37,
22.85,124.61,
22.8,124.86,
22.75,125.11,
22.69,125.36,
22.64,125.6,
22.58,125.85,
22.53,126.09,
22.47,126.34,
22.42,126.58,
22.36,126.83,
22.3,127.07,0
20.73,80.06,0
20.8,80.3,0
20.88,80.53,0
20.95,80.77,0
21.02,81,0
21.1,81.24,0
21.17,81.47,0
21.24,81.71,0
21.31,81.94,0
21.38,82.18,0
21.45,82.42,0
21.52,82.66,0
21.59,82.89,0
21.66,83.13,0
21.73,83.37,0
21.79,83.61,0
21.86,83.85,0
21.92,84.09,0
21.99,84.33,0
22.05,84.57,0
22.12,84.82,0
22.18,85.06,0
22.24,85.3,0
22.3,85.54,0
22.36,85.79,0
22.42,86.03,0
22.48,86.27,0
22.54,86.52,0
22.6,86.76,0
22.66,87.01,0
22.71,87.25,0
22.77,87.5,0
22.82,87.75,0
22.88,87.99,0
22.93,88.24,0
22.99,88.49,0
23.04,88.74,0
23.09,88.98,0
23.14,89.23,0
23.19,89.48,0
23.24,89.73,0
23.29,89.98,624895.689
23.34,90.23,1050919.573
23.39,90.48,953884.7487
23.44,90.73,1236757.938
23.48,90.98,1093880.404
23.53,91.23,352187.9418
23.57,91.48,137277.1702
23.62,91.74,100328.9607
23.66,91.99,63009.7297
23.7,92.24,38278.47388
23.75,92.49,120469.2565
23.79,92.75,66449.26179
23.83,93,16407.64653
23.87,93.25,10437.17774
23.91,93.51,15147.11695
23.95,93.76,37429.21478
23.98,94.02,31949.59497
24.02,94.27,37828.55541
24.06,94.53,14307.82308
24.09,94.78,21122.47202
24.13,95.04,19731.67122
24.16,95.29,23575.76081
24.2,95.55,24003.90434
24.23,95.8,29953.17426
24.26,96.06,46570.23668
24.29,96.32,50729.19023
24.32,96.57,9128.549009
24.35,96.83,15972.89622
24.38,97.09,46112.12055
24.41,97.34,17804.03954
24.44,97.6,76681.76147
24.46,97.86,68474.14638
24.49,98.12,60008.85084
24.51,98.38,112451.4464
24.54,98.63,90251.88069
24.56,98.89,62823.62107
24.58,99.15,131940.7611
24.61,99.41,84402.23959
24.63,99.67,140397.808
24.65,99.93,63482.26329
24.67,100.19,72385.29709
24.69,100.45,71520.66159
24.71,100.71,50101.78843
24.72,100.97,49242.00956
24.74,101.23,24307.22509
24.76,101.49,179585.9795
24.77,101.75,55752.86801
24.79,102.01,87855.16324
24.8,102.27,332120.0704
24.81,102.53,727554.592
24.83,102.79,222851.3016
24.84,103.05,249366.7913
24.85,103.31,95167.77132
24.86,103.57,377992.7367
24.87,103.83,181481.6435
24.87,104.09,183996.7294
24.88,104.35,109940.0559
24.89,104.61,155819.0349
24.9,104.87,137166.5257
24.9,105.13,75167.67592
24.91,105.39,52705.4932
24.91,105.65,70367.09556
24.91,105.92,24527.85998
24.91,106.18,17122.84392
24.92,106.44,24374.4693
24.92,106.7,19586.70328
24.92,106.96,42421.41505
24.92,107.22,33982.66136
24.91,107.48,65447.98986
24.91,107.74,29352.21071
24.91,108,42290.89239
24.9,108.26,30578.73455
24.9,108.53,42030.61367
24.89,108.79,87009.93743
24.89,109.05,114761.7136
24.88,109.31,44829.77995
24.87,109.57,77437.29897
24.86,109.83,91358.19893
24.85,110.09,132615.1197
24.84,110.35,82218.22387
24.83,110.61,67777.25057
24.82,110.87,48855.93121
24.81,111.13,153450.8932
24.8,111.39,133185.7247
24.78,111.65,64491.79527
24.77,111.91,65399.31162
24.75,112.17,183789.3164
24.74,112.43,35100.67765
24.72,112.69,15244.57921
24.7,112.95,23571.61903
24.68,113.21,133764.815
24.66,113.47,701580.3981
24.64,113.73,29793.53154
24.62,113.99,41436.82056
24.6,114.25,97411.98384
24.58,114.51,65473.62257
24.56,114.77,112557.6701
24.53,115.02,79073.44154
24.51,115.28,106298.7636
24.48,115.54,161708.6808
24.46,115.8,241015.9613
24.43,116.06,139990.0986
24.4,116.31,119696.2205
24.37,116.57,147482.2341
24.34,116.83,76778.45768
24.31,117.08,269143.2591
24.28,117.34,138243.6103
24.25,117.6,
24.22,117.85,
24.19,118.11,
24.15,118.37,
24.12,118.62,
24.08,118.88,
24.05,119.13,
24.01,119.39,
23.97,119.64,
23.94,119.9,
23.9,120.15,
23.86,120.4,811988.0612
23.82,120.66,147264.8197
23.78,120.91,20567.84256
23.74,121.16,16702.4971
23.69,121.42,
23.65,121.67,
23.61,121.92,
23.56,122.17,
23.52,122.42,
23.47,122.67,
23.42,122.92,
23.38,123.17,
23.33,123.42,
23.28,123.67,
23.23,123.92,
23.18,124.17,
23.13,124.42,
23.08,124.67,
23.03,124.92,
22.97,125.17,
22.92,125.41,
22.87,125.66,
22.81,125.91,
22.75,126.15,
22.7,126.4,
22.64,126.65,
22.58,126.89,
22.53,127.14,0
20.94,79.98,0
21.02,80.22,0
21.1,80.45,0
21.17,80.69,0
21.24,80.92,0
21.32,81.16,0
21.39,81.39,0
21.46,81.63,0
21.53,81.87,0
21.6,82.11,0
21.67,82.34,0
21.74,82.58,0
21.81,82.82,0
21.88,83.06,0
21.95,83.3,0
22.01,83.54,0
22.08,83.78,0
22.15,84.02,0
22.21,84.26,0
22.28,84.51,0
22.34,84.75,0
22.4,84.99,0
22.47,85.23,0
22.53,85.48,0
22.59,85.72,0
22.65,85.97,0
22.71,86.21,0
22.77,86.46,0
22.83,86.7,0
22.88,86.95,0
22.94,87.19,0
23,87.44,0
23.05,87.69,0
23.11,87.93,0
23.16,88.18,0
23.22,88.43,0
23.27,88.68,0
23.32,88.93,0
23.37,89.18,0
23.42,89.43,0
23.47,89.68,0
23.52,89.93,630203.7891
23.57,90.18,7640520.432
23.62,90.43,6087325.971
23.67,90.68,1131417.217
23.71,90.93,1022847.872
23.76,91.18,1084296.033
23.8,91.44,220242.5369
23.85,91.69,169500.4158
23.89,91.94,163613.1743
23.94,92.19,65009.27382
23.98,92.45,35620.09694
24.02,92.7,25940.49475
24.06,92.96,15663.24989
24.1,93.21,14173.69761
24.14,93.46,89714.99358
24.18,93.72,179026.6816
24.22,93.97,33221.85432
24.25,94.23,37797.40039
24.29,94.49,20907.44173
24.33,94.74,16634.81137
24.36,95,20746.67448
24.4,95.25,17264.55246
24.43,95.51,25301.7449
24.46,95.77,29606.71962
24.49,96.02,24162.78337
24.53,96.28,22294.98631
24.56,96.54,6538.625837
24.59,96.8,3869.724611
24.61,97.06,16400.10576
24.64,97.31,6806.047885
24.67,97.57,32968.61822
24.7,97.83,106287.8562
24.72,98.09,106804.4371
24.75,98.35,149519.0948
24.77,98.61,91342.77725
24.8,98.87,142314.1789
24.82,99.13,134843.6636
24.84,99.39,86589.14041
24.86,99.65,56273.45859
24.88,99.91,59553.65254
24.9,100.17,83106.81757
24.92,100.43,85192.21396
24.94,100.69,73468.32677
24.96,100.95,67601.15575
24.98,101.21,67593.50522
24.99,101.47,215539.4192
25.01,101.73,83688.94106
25.02,101.99,115950.5125
25.04,102.25,112916.4069
25.05,102.51,2662507.815
25.06,102.77,125222.364
25.07,103.03,74144.98253
25.08,103.3,57157.46549
25.09,103.56,174530.113
25.1,103.82,164434.126
25.11,104.08,159481.506
25.12,104.34,141742.1307
25.13,104.6,286694.8374
25.13,104.87,210301.0809
25.14,105.13,117022.9565
25.14,105.39,118718.997
25.15,105.65,82141.82879
25.15,105.91,100746.8733
25.15,106.17,40627.72593
25.15,106.44,27717.67832
25.15,106.7,29198.16846
25.15,106.96,28365.22191
25.15,107.22,40080.39458
25.15,107.48,44279.69801
25.15,107.75,26084.49316
25.14,108.01,29291.62192
25.14,108.27,33882.58671
25.14,108.53,33467.53632
25.13,108.79,49653.57632
25.12,109.06,86401.18592
25.12,109.32,146016.0545
25.11,109.58,46733.77397
25.1,109.84,187756.5657
25.09,110.1,1045831.278
25.08,110.36,48537.89694
25.07,110.62,65662.30753
25.06,110.89,100162.2698
25.05,111.15,97705.14355
25.03,111.41,157635.8984
25.02,111.67,23300.36124
25,111.93,19158.72959
24.99,112.19,62361.66892
24.97,112.45,103482.6313
24.96,112.71,119103.5814
24.94,112.97,157557.0334
24.92,113.23,61894.62759
24.9,113.49,217224.4516
