x,y,human20_585
18.91,87.25,30.760193
18.96,87.48,30.604982
19.02,87.72,30.435377
19.07,87.95,30.301506
19.12,88.19,30.155441
19.17,88.42,30.066954
19.23,88.66,29.996828
19.28,88.89,29.940828
19.33,89.13,29.886076
19.38,89.37,29.85344
19.43,89.6,29.752651
19.47,89.84,29.648207
19.52,90.08,29.535751
19.57,90.32,29.425383
19.62,90.55,29.279247
19.66,90.79,29.125557
19.71,91.03,29.005709
19.75,91.27,28.88302
19.8,91.51,28.735485
19.84,91.75,28.549345
19.88,91.99,28.29663
19.92,92.23,28.040682
19.96,92.47,27.816902
20,92.71,27.652264
20.04,92.95,27.459202
20.08,93.19,26.349363
20.12,93.43,25.850428
20.16,93.67,25.820068
20.2,93.91,25.821783
20.23,94.16,25.518414
20.27,94.4,25.41224
20.3,94.64,23.85865
20.34,94.88,23.871523
20.37,95.12,23.740026
20.41,95.37,23.471855
20.44,95.61,23.587597
20.47,95.85,23.31459
20.5,96.1,23.233913
20.53,96.34,23.918768
20.56,96.59,24.918982
20.59,96.83,24.530855
20.62,97.07,24.806002
20.65,97.32,25.074831
20.67,97.56,25.091171
20.7,97.81,24.673151
20.72,98.05,24.76087
20.75,98.3,23.122747
20.77,98.54,23.116219
20.8,98.79,23.209265
20.82,99.04,23.65569
20.84,99.28,24.083761
20.86,99.53,24.052126
20.88,99.77,23.32586
20.9,100.02,22.471966
20.92,100.27,22.44856
20.94,100.51,22.146004
20.96,100.76,22.555237
20.98,101.01,23.597963
20.99,101.25,23.544785
21.01,101.5,22.77341
21.02,101.75,22.970413
21.04,101.99,23.015783
21.05,102.24,22.813036
21.06,102.49,22.358887
21.07,102.74,22.352308
21.09,102.98,23.677435
21.1,103.23,23.953112
21.11,103.48,24.190762
21.12,103.73,24.261292
21.12,103.98,24.287813
21.13,104.22,24.776613
21.14,104.47,24.896072
21.15,104.72,24.765625
21.15,104.97,24.204645
21.16,105.21,24.066542
21.16,105.46,23.861204
21.16,105.71,24.179956
21.17,105.96,24.14694
21.17,106.21,24.416851
21.17,106.46,24.61958
21.17,106.7,25.61875
21.17,106.95,26.446127
21.17,107.2,27.567394
21.17,107.45,30.284214
21.17,107.7,32.581535
21.16,107.94,34.337418
21.16,108.19,35.9778
21.15,108.44,38.228443
21.15,108.69,39.05368
21.14,108.94,39.668934
21.14,109.18,41.782356
21.13,109.43,41.501747
21.12,109.68,43.425777
21.11,109.93,35.20449
21.1,110.18,36.677677
21.09,110.42,44.641125
21.08,110.67,44.268414
21.07,110.92,40.669033
21.06,111.17,37.58442
21.05,111.41,35.458992
21.03,111.66,33.82307
21.02,111.91,32.52107
21,112.15,31.602886
20.99,112.4,31.102695
20.97,112.65,31.237778
20.95,112.89,31.448261
20.94,113.14,31.482855
20.92,113.39,31.22206
20.9,113.63,31.114218
20.88,113.88,30.907751
20.86,114.13,30.623508
20.84,114.37,30.405659
20.81,114.62,30.149046
20.79,114.86,29.745165
20.77,115.11,29.029797
20.74,115.36,28.089916
20.72,115.6,27.371994
20.69,115.85,26.750525
20.67,116.09,26.22073
20.64,116.34,25.882553
20.61,116.58,25.593533
20.58,116.82,25.292383
20.55,117.07,24.995142
20.52,117.31,24.672138
20.49,117.56,24.199291
20.46,117.8,23.771778
20.43,118.04,23.354359
20.4,118.29,23.007568
20.36,118.53,22.753504
20.33,118.77,22.60199
20.3,119.01,22.453653
20.26,119.26,22.349333
20.22,119.5,22.281244
20.19,119.74,22.29413
20.15,119.98,22.4045
20.11,120.22,22.480688
20.07,120.46,22.592455
20.03,120.71,22.554586
19.99,120.95,22.539286
19.95,121.19,22.543856
19.91,121.43,22.571962
19.87,121.67,22.630337
19.83,121.91,22.62199
19.78,122.14,22.657722
19.74,122.38,22.702417
19.7,122.62,22.65552
19.65,122.86,22.558264
19.6,123.1,22.42869
19.56,123.34,22.266413
19.51,123.57,22.184189
19.46,123.81,22.061277
19.41,124.05,21.919268
19.36,124.28,21.791416
19.31,124.52,21.841791
19.26,124.76,22.04559
19.21,124.99,22.331244
19.16,125.23,22.560602
19.11,125.46,22.898804
19.06,125.7,23.24073
19,125.93,23.436956
18.95,126.17,23.057898
17.49,81.23,34.039257
17.56,81.45,34.176956
17.63,81.68,32.471466
17.7,81.9,32.496105
17.76,82.13,32.03998
17.83,82.35,32.24748
17.9,82.58,31.284971
17.97,82.81,30.400158
18.03,83.03,29.43136
18.1,83.26,29.645683
18.17,83.49,29.896389
18.23,83.72,30.11177
18.29,83.95,30.297098
18.36,84.18,30.361145
18.42,84.41,30.433622
18.48,84.64,30.629314
18.54,84.87,30.874254
18.61,85.1,30.990162
18.67,85.33,30.99258
18.73,85.56,30.985489
18.79,85.79,30.984617
18.84,86.03,30.954412
18.9,86.26,30.923319
18.96,86.49,30.879309
19.02,86.72,30.803997
19.07,86.96,30.710762
19.13,87.19,30.54741
19.18,87.43,30.37135
19.24,87.66,30.195873
19.29,87.9,30.069918
19.34,88.13,29.91797
19.4,88.37,29.80278
19.45,88.6,29.703955
19.5,88.84,29.660679
19.55,89.08,29.624409
19.6,89.31,29.59241
19.65,89.55,29.49098
19.7,89.79,29.37017
19.75,90.03,29.260214
19.79,90.27,29.177265
19.84,90.5,29.065891
19.89,90.74,28.943413
19.93,90.98,28.828371
19.98,91.22,28.729242
20.02,91.46,28.575699
20.06,91.7,28.384632
20.11,91.94,28.145323
20.15,92.18,27.913248
20.19,92.42,27.66978
20.23,92.66,27.492832
20.27,92.91,26.11882
20.31,93.15,25.404346
20.35,93.39,25.48234
20.39,93.63,25.926569
20.42,93.87,26.15857
20.46,94.12,25.170446
20.5,94.36,24.977953
20.53,94.6,23.1998
20.57,94.85,23.688185
20.6,95.09,23.645847
20.63,95.33,23.815104
20.67,95.58,23.544107
20.7,95.82,23.155218
20.73,96.07,23.248625
20.76,96.31,23.250917
20.79,96.55,24.199408
20.82,96.8,24.383665
20.85,97.04,24.664627
20.87,97.29,24.937586
20.9,97.54,24.698915
20.93,97.78,24.528711
20.95,98.03,24.553942
20.98,98.27,23.53509
21,98.52,22.382372
21.03,98.77,22.387539
21.05,99.01,23.32539
21.07,99.26,24.008926
21.09,99.51,24.24597
21.11,99.75,24.29785
21.13,100,23.516026
21.15,100.25,23.478569
21.17,100.49,22.797514
21.19,100.74,23.01996
21.21,100.99,23.818022
21.22,101.24,23.413282
21.24,101.48,23.23363
21.25,101.73,24.048206
21.27,101.98,23.66668
21.28,102.23,23.47803
21.29,102.48,23.371922
21.31,102.72,23.132343
21.32,102.97,24.330261
21.33,103.22,24.996561
21.34,103.47,25.283936
21.35,103.72,24.749214
21.36,103.97,24.722067
21.36,104.22,25.524958
21.37,104.46,25.979391
21.38,104.71,25.02961
21.38,104.96,24.093203
21.39,105.21,24.059992
21.39,105.46,24.153955
21.4,105.71,23.978115
21.4,105.96,24.270351
21.4,106.21,24.54786
21.4,106.45,24.818855
21.4,106.7,25.976088
21.4,106.95,27.29358
21.4,107.2,27.081259
21.4,107.45,29.18931
21.4,107.7,32.47253
21.39,107.95,34.9456
21.39,108.2,37.061363
21.39,108.45,40.422676
21.38,108.69,40.798153
21.38,108.94,41.617004
21.37,109.19,40.25989
21.36,109.44,44.232155
21.35,109.69,43.238083
21.34,109.94,36.526894
21.34,110.19,38.071396
21.33,110.43,40.222477
21.31,110.68,47.824326
21.3,110.93,44.427868
21.29,111.18,39.73215
21.28,111.43,37.145164
21.26,111.68,34.985973
21.25,111.92,33.618988
21.23,112.17,32.844032
21.22,112.42,32.301434
21.2,112.67,32.47821
21.18,112.91,32.83004
21.17,113.16,33.02069
21.15,113.41,32.71907
21.13,113.66,31.893988
21.11,113.9,31.46278
21.09,114.15,30.998665
21.07,114.4,30.61015
21.04,114.64,30.210766
21.02,114.89,29.907167
21,115.14,29.708033
20.97,115.38,29.242893
20.95,115.63,28.300138
20.92,115.87,27.488506
20.89,116.12,26.678217
20.87,116.36,26.29434
20.84,116.61,26.000462
20.81,116.85,25.711414
20.78,117.1,25.299187
20.75,117.34,24.879997
20.72,117.59,24.360155
20.69,117.83,23.88343
20.66,118.08,23.383858
20.62,118.32,22.984533
20.59,118.56,22.782887
20.56,118.81,22.658928
20.52,119.05,22.52364
20.49,119.29,22.447489
20.45,119.54,22.398409
20.41,119.78,22.415161
20.38,120.02,22.473156
20.34,120.26,22.505299
20.3,120.51,22.567362
20.26,120.75,22.516027
20.22,120.99,22.456734
20.18,121.23,22.389032
20.14,121.47,22.355494
20.1,121.71,22.38428
20.05,121.95,22.349085
20.01,122.19,22.376335
19.96,122.43,22.405226
19.92,122.67,22.3703
19.87,122.91,22.30852
19.83,123.15,22.232416
19.78,123.39,22.113283
19.73,123.62,22.058302
19.69,123.86,22.006418
19.64,124.1,21.877409
19.59,124.34,21.77085
19.54,124.57,21.831131
19.49,124.81,22.000608
19.44,125.05,22.282166
19.38,125.28,22.514227
19.33,125.52,22.888428
19.28,125.75,23.26919
19.22,125.99,23.40208
19.17,126.22,23.094847
17.7,81.15,34.320324
17.77,81.38,34.5913
17.84,81.6,33.884407
17.91,81.83,33.25094
17.98,82.05,32.396633
18.05,82.28,32.670784
18.12,82.51,32.27667
18.18,82.74,32.01536
18.25,82.96,31.264097
18.32,83.19,30.33158
18.38,83.42,29.844572
18.45,83.65,29.995743
18.51,83.88,29.904093
18.58,84.11,29.662891
18.64,84.34,29.560457
18.7,84.57,29.854893
18.76,84.8,30.017551
18.82,85.03,30.263205
18.89,85.27,30.447992
18.95,85.5,30.588146
19.01,85.73,30.64231
19.06,85.96,30.66586
19.12,86.2,30.635857
19.18,86.43,30.628174
19.24,86.66,30.553173
19.29,86.9,30.44742
19.35,87.13,30.259258
19.41,87.37,30.091045
19.46,87.6,29.918118
19.51,87.84,29.803247
19.57,88.08,29.671976
19.62,88.31,29.556229
19.67,88.55,29.455267
19.72,88.79,29.396307
19.77,89.02,29.339933
19.82,89.26,29.298223
19.87,89.5,29.203236
19.92,89.74,29.092487
19.97,89.98,28.968494
20.02,90.22,28.899609
20.07,90.46,28.806139
20.11,90.69,28.71906
20.16,90.93,28.621696
20.2,91.17,28.545246
20.25,91.42,28.384506
20.29,91.66,28.218225
20.33,91.9,28.023548
20.37,92.14,27.749416
20.42,92.38,27.356846
20.46,92.62,27.002869
20.5,92.86,24.889967
20.54,93.11,24.717218
20.58,93.35,25.09601
20.61,93.59,25.63497
20.65,93.83,26.086441
20.69,94.08,25.268976
20.72,94.32,24.55142
20.76,94.56,23.31431
20.79,94.81,23.390936
20.83,95.05,23.712265
20.86,95.3,23.991114
20.89,95.54,23.61296
20.93,95.79,22.970736
20.96,96.03,23.163572
20.99,96.28,23.054737
21.02,96.52,24.393953
21.05,96.77,24.2017
21.08,97.01,23.530878
21.1,97.26,24.276205
21.13,97.51,24.700981
21.16,97.75,24.598034
21.18,98,24.525513
21.21,98.25,24.204407
21.23,98.49,22.45464
21.26,98.74,22.45042
21.28,98.99,23.360725
21.3,99.24,24.307148
21.32,99.48,24.288855
21.34,99.73,24.159893
21.36,99.98,23.54813
21.38,100.23,23.809284
21.4,100.47,23.775003
21.42,100.72,23.304241
21.44,100.97,23.12599
21.45,101.22,23.019878
21.47,101.47,23.431952
21.48,101.72,24.168146
21.5,101.97,23.740171
21.51,102.21,23.61086
21.52,102.46,23.852982
21.54,102.71,24.04066
21.55,102.96,24.704086
21.56,103.21,25.660015
21.57,103.46,25.91363
21.58,103.71,24.90577
21.59,103.96,25.584438
21.6,104.21,26.729311
21.6,104.46,25.971712
21.61,104.71,24.6823
21.61,104.96,24.518108
21.62,105.21,24.596802
21.62,105.45,24.822786
21.63,105.7,24.218542
21.63,105.95,24.254065
21.63,106.2,24.641796
21.63,106.45,25.471909
21.63,106.7,26.035286
21.63,106.95,26.73916
21.63,107.2,27.177864
21.63,107.45,28.333658
21.63,107.7,30.077085
21.63,107.95,31.888247
21.62,108.2,34.709503
21.62,108.45,53.692097
21.61,108.7,49.61761
21.61,108.95,49.731026
21.6,109.2,40.23826
21.59,109.45,38.379894
21.59,109.7,38.563736
21.58,109.95,36.96907
21.57,110.2,39.072422
21.56,110.45,41.551643
21.55,110.69,41.990147
21.53,110.94,41.669872
21.52,111.19,36.464016
21.51,111.44,39.86244
21.49,111.69,36.835873
21.48,111.94,35.59988
21.46,112.19,34.438152
21.45,112.44,34.11396
21.43,112.68,34.509
21.41,112.93,35.015568
21.4,113.18,35.168915
21.38,113.43,34.779457
21.36,113.68,34.074707
21.34,113.92,33.027496
21.32,114.17,32.04243
21.3,114.42,31.316818
21.27,114.67,30.600485
21.25,114.91,30.043253
21.23,115.16,29.76599
21.2,115.41,29.662195
21.18,115.65,29.296753
21.15,115.9,28.482084
21.12,116.15,27.39363
21.1,116.39,26.682062
21.07,116.64,26.357313
21.04,116.89,26.042936
21.01,117.13,25.58018
20.98,117.38,25.01521
20.95,117.62,24.4364
20.92,117.87,23.946045
20.89,118.11,23.444126
20.85,118.36,23.14204
20.82,118.6,22.968084
20.79,118.85,22.858465
20.75,119.09,22.727226
20.71,119.33,22.635519
20.68,119.58,22.536654
20.64,119.82,22.594387
20.6,120.06,22.595201
20.57,120.31,22.55555
20.53,120.55,22.49869
20.49,120.79,22.377443
20.45,121.03,22.296503
20.41,121.27,22.230352
20.36,121.52,22.164606
20.32,121.76,22.16198
20.28,122,22.165209
20.23,122.24,22.167156
20.19,122.48,22.178434
20.14,122.72,22.186144
20.1,122.96,22.19314
20.05,123.2,22.18404
20.01,123.44,22.120468
19.96,123.68,22.093199
19.91,123.91,22.037945
19.86,124.15,21.910748
19.81,124.39,21.829964
19.76,124.63,21.81336
19.71,124.87,21.9524
19.66,125.1,22.210249
19.61,125.34,22.386272
19.55,125.58,22.830648
19.5,125.81,23.271511
19.45,126.05,23.337513
19.39,126.28,23.094503
17.91,81.08,34.419937
17.99,81.3,34.581512
18.06,81.53,34.082317
18.13,81.76,33.35293
18.2,81.98,32.545155
18.26,82.21,32.438744
18.33,82.44,31.90185
18.4,82.67,32.33841
18.47,82.89,32.12258
18.53,83.12,30.482605
18.6,83.35,29.634426
18.67,83.58,29.715698
18.73,83.81,29.998629
18.79,84.04,29.176601
18.86,84.27,28.590296
18.92,84.51,28.788128
18.98,84.74,29.213644
19.04,84.97,29.491463
19.11,85.2,29.744032
19.17,85.43,29.953995
19.23,85.67,30.082945
19.29,85.9,30.201635
19.34,86.14,30.205227
19.4,86.37,30.141819
19.46,86.6,30.078669
19.52,86.84,30.023424
19.57,87.07,29.898952
19.63,87.31,29.773655
19.68,87.55,29.642857
19.74,87.78,29.531801
19.79,88.02,29.404575
19.84,88.26,29.302883
19.9,88.49,29.203236
19.95,88.73,29.12456
20,88.97,29.054714
20.05,89.21,29.004536
20.1,89.45,28.921352
20.15,89.69,28.814487
20.2,89.93,28.696335
20.24,90.17,28.617493
20.29,90.41,28.543947
20.34,90.65,28.49208
20.38,90.89,28.451607
20.43,91.13,28.381369
20.47,91.37,28.24222
20.52,91.61,28.108202
20.56,91.85,27.848871
20.6,92.09,27.393839
20.64,92.34,26.77633
20.68,92.58,25.826843
20.72,92.82,24.662468
20.76,93.06,24.410645
20.8,93.31,25.18575
20.84,93.55,25.482178
20.88,93.79,26.087713
20.92,94.04,25.354145
20.95,94.28,24.328566
20.99,94.53,23.037773
21.02,94.77,23.138077
21.06,95.02,23.41499
21.09,95.26,23.606934
21.12,95.51,23.21792
21.16,95.75,22.669432
21.19,96,23.086864
21.22,96.25,22.970373
21.25,96.49,24.441414
21.28,96.74,24.068323
21.31,96.98,23.242296
21.33,97.23,23.235542
21.36,97.48,24.555601
21.39,97.73,24.761793
21.41,97.97,24.598627
21.44,98.22,23.652695
21.46,98.47,22.598898
21.49,98.72,22.558578
21.51,98.96,23.585424
21.53,99.21,24.539722
21.55,99.46,24.184095
21.57,99.71,23.77807
21.59,99.96,23.69432
21.61,100.21,24.518675
21.63,100.45,24.9077
21.65,100.7,24.2688
21.67,100.95,23.714823
21.68,101.2,23.659662
21.7,101.45,24.104546
21.72,101.7,24.657572
21.73,101.95,23.835077
21.74,102.2,23.846874
21.76,102.45,24.34465
21.77,102.7,24.827744
21.78,102.95,25.858349
21.79,103.2,25.550991
21.8,103.45,25.706272
21.81,103.7,25.373873
21.82,103.95,26.58005
21.83,104.2,27.453262
21.83,104.45,26.19334
21.84,104.7,24.750204
21.85,104.95,25.366125
21.85,105.2,24.883862
21.86,105.45,25.152046
21.86,105.7,24.952957
21.86,105.95,24.99159
21.86,106.2,25.641499
21.87,106.45,26.57386
21.87,106.7,26.6505
21.87,106.95,27.008646
21.87,107.2,27.503674
21.86,107.45,28.326292
21.86,107.7,29.547937
21.86,107.95,31.250278
21.85,108.21,33.316513
21.85,108.46,39.448708
21.85,108.71,39.380104
21.84,108.96,37.72167
21.83,109.21,38.592777
21.83,109.46,37.555733
21.82,109.71,37.31341
21.81,109.96,37.21356
21.8,110.21,38.6813
21.79,110.46,40.236664
21.78,110.71,40.329628
21.77,110.96,41.912228
21.75,111.21,37.604443
21.74,111.46,37.094784
21.73,111.71,37.502026
21.71,111.96,39.04589
21.7,112.2,36.580135
21.68,112.45,36.724144
21.66,112.7,37.588154
21.65,112.95,38.13648
21.63,113.2,38.063503
21.61,113.45,37.57125
21.59,113.7,36.606194
21.57,113.95,35.34806
21.55,114.2,34.290314
21.53,114.44,33.140404
21.5,114.69,31.953918
21.48,114.94,31.278994
21.46,115.19,30.614996
21.43,115.43,30.220798
21.41,115.68,29.863295
21.38,115.93,29.343796
21.35,116.18,28.391615
21.33,116.42,27.364937
21.3,116.67,26.71588
21.27,116.92,26.315275
21.24,117.16,25.86551
21.21,117.41,25.20511
21.18,117.66,24.540054
21.15,117.9,23.924078
21.11,118.15,23.43034
21.08,118.39,23.146818
21.05,118.64,23.009594
21.01,118.88,22.958746
20.98,119.13,22.902084
20.94,119.37,22.885859
20.91,119.62,22.834473
20.87,119.86,22.720875
20.83,120.1,22.619291
20.79,120.35,22.552954
20.75,120.59,22.45092
20.71,120.83,22.337849
20.67,121.08,22.23609
20.63,121.32,22.112507
20.59,121.56,22.00118
20.55,121.8,21.99376
20.5,122.04,22.043453
20.46,122.29,22.059715
20.42,122.53,22.087275
20.37,122.77,22.118471
20.32,123.01,22.145819
20.28,123.25,22.174849
20.23,123.49,22.134016
20.18,123.73,22.123774
20.13,123.97,22.100222
20.08,124.21,22.034945
20.04,124.44,22.025684
19.98,124.68,21.952652
19.93,124.92,22.008722
19.88,125.16,22.238049
19.83,125.4,22.348728
19.78,125.63,22.777918
19.72,125.87,23.142828
19.67,126.11,23.162643
19.61,126.34,23.007284
18.13,81,34.722363
18.2,81.23,34.687084
18.27,81.45,33.88591
18.34,81.68,33.21532
18.41,81.91,32.737625
18.48,82.14,32.37084
18.55,82.37,32.48575
18.62,82.59,32.366337
18.68,82.82,32.28849
18.75,83.05,31.39511
18.82,83.28,30.490301
18.88,83.51,29.124437
18.95,83.74,29.043337
19.01,83.98,28.976381
19.08,84.21,29.156155
19.14,84.44,28.51933
19.2,84.67,28.71057
19.26,84.9,29.097954
19.33,85.14,29.27811
19.39,85.37,29.261127
19.45,85.6,29.331583
19.51,85.84,29.463215
19.56,86.07,29.540506
19.62,86.31,29.539492
19.68,86.54,29.494629
19.74,86.78,29.527885
19.79,87.02,29.466438
19.85,87.25,29.415506
19.9,87.49,29.358942
19.96,87.73,29.266443
20.01,87.96,29.129843
20.07,88.2,29.028633
20.12,88.44,28.93561
20.17,88.68,28.853304
20.22,88.92,28.763971
20.27,89.16,28.715162
20.32,89.39,28.609592
20.37,89.63,28.526901
20.42,89.87,28.427557
20.47,90.11,28.36067
20.52,90.36,28.315802
20.56,90.6,28.311987
20.61,90.84,28.28445
20.65,91.08,28.231552
20.7,91.32,28.13297
20.74,91.56,27.941357
20.79,91.81,27.550701
20.83,92.05,26.792187
20.87,92.29,25.568354
20.91,92.53,24.89398
20.95,92.78,24.514868
20.99,93.02,24.497349
21.03,93.27,25.296717
21.07,93.51,25.704287
21.11,93.75,26.029528
21.14,94,25.176025
21.18,94.24,23.832111
21.22,94.49,23.220966
21.25,94.73,22.763224
21.29,94.98,22.737595
21.32,95.23,22.76414
21.35,95.47,22.409338
21.38,95.72,22.431982
21.42,95.97,22.876945
21.45,96.21,22.528894
21.48,96.46,23.270433
21.51,96.71,23.711649
21.54,96.95,23.403234
21.56,97.2,23.680035
21.59,97.45,24.764853
21.62,97.7,24.697992
21.64,97.95,24.478548
21.67,98.19,23.374146
21.69,98.44,22.231268
21.72,98.69,22.433023
21.74,98.94,23.504663
21.76,99.19,24.590462
21.78,99.44,24.522264
21.81,99.69,24.492893
21.83,99.94,24.76155
21.85,100.19,25.302723
21.86,100.43,25.911112
21.88,100.68,24.929993
21.9,100.93,24.931551
21.92,101.18,24.562109
21.93,101.43,25.064228
21.95,101.68,25.232132
21.96,101.93,24.53178
21.98,102.19,24.710028
21.99,102.44,25.228497
22,102.69,24.984129
22.01,102.94,25.308344
22.02,103.19,26.127806
22.03,103.44,24.912006
22.04,103.69,25.884771
22.05,103.94,26.971312
22.06,104.19,26.416836
22.07,104.44,25.197302
22.07,104.69,25.564005
22.08,104.94,25.522371
22.08,105.2,25.3679
22.09,105.45,25.6139
22.09,105.7,26.231247
22.09,105.95,26.64388
22.1,106.2,26.985506
22.1,106.45,26.774212
22.1,106.7,27.551636
22.1,106.95,28.499424
22.1,107.2,29.44247
22.1,107.46,29.616367
22.09,107.71,31.156183
22.09,107.96,32.18803
22.09,108.21,33.172325
22.08,108.46,37.69647
22.08,108.71,37.956726
22.07,108.96,36.293385
22.06,109.21,37.717876
22.06,109.47,37.454105
22.05,109.72,37.50842
22.04,109.97,38.346214
22.03,110.22,39.057373
22.02,110.47,39.472782
22.01,110.72,39.021545
22,110.97,40.248383
21.99,111.22,37.521576
21.97,111.47,37.34839
21.96,111.72,39.283424
21.94,111.97,37.99495
21.93,112.22,36.00579
21.91,112.47,36.755833
21.9,112.72,44.61016
21.88,112.97,41.909393
21.86,113.22,41.51779
21.84,113.47,41.386574
21.82,113.72,38.969784
21.8,113.97,37.447704
21.78,114.22,35.99204
21.76,114.47,35.402065
21.73,114.72,33.969845
21.71,114.96,32.93093
21.69,115.21,32.097004
21.66,115.46,31.31167
21.64,115.71,30.614943
21.61,115.96,30.209763
21.58,116.21,29.6074
21.56,116.45,28.619772
21.53,116.7,27.56909
21.5,116.95,26.756659
21.47,117.2,26.034534
21.44,117.44,25.595392
21.41,117.69,24.899647
21.38,117.94,24.176046
21.34,118.18,23.610739
21.31,118.43,23.252937
21.28,118.67,23.112007
21.24,118.92,23.104162
21.21,119.16,23.101099
21.17,119.41,23.087645
21.13,119.66,23.006153
21.1,119.9,22.829168
21.06,120.14,22.649076
21.02,120.39,22.541492
20.98,120.63,22.429785
20.94,120.88,22.328865
20.9,121.12,22.225187
20.86,121.36,22.07539
20.82,121.61,21.972082
20.77,121.85,21.903034
20.73,122.09,21.903383
20.69,122.33,21.956427
20.64,122.57,21.9787
20.6,122.82,22.064018
20.55,123.06,22.09273
20.5,123.3,22.101112
20.46,123.54,22.07936
20.41,123.78,22.08201
20.36,124.02,22.088293
20.31,124.26,22.066164
20.26,124.5,22.07469
20.21,124.74,22.010693
20.16,124.98,22.050737
20.1,125.21,22.246204
20.05,125.45,22.26466
20,125.69,22.642511
19.94,125.93,22.950203
19.89,126.16,23.105654
19.84,126.4,22.959766
18.34,80.93,34.914906
18.42,81.15,34.632126
18.49,81.38,33.86397
18.56,81.61,33.29485
18.63,81.84,32.85626
18.7,82.06,32.508224
18.77,82.29,32.63737
18.83,82.52,32.33856
18.9,82.75,31.976969
18.97,82.98,31.826984
19.04,83.21,30.959797
19.1,83.44,29.83269
19.17,83.68,29.125147
19.23,83.91,29.983557
19.3,84.14,30.209963
19.36,84.37,28.717161
19.42,84.61,28.470207
19.48,84.84,28.442858
19.55,85.07,28.659504
19.61,85.31,28.72551
19.67,85.54,28.7365
19.73,85.78,28.774385
19.79,86.01,28.861666
19.84,86.25,28.934753
19.9,86.48,28.931177
19.96,86.72,28.96869
20.02,86.96,29.018515
20.07,87.19,29.046803
20.13,87.43,29.0176
20.18,87.67,28.916002
20.24,87.91,28.77245
20.29,88.14,28.695429
20.34,88.38,28.648952
20.39,88.62,28.608181
20.45,88.86,28.497828
20.5,89.1,28.420254
20.55,89.34,28.314734
20.6,89.58,28.245956
20.65,89.82,28.170748
20.69,90.06,28.153807
20.74,90.31,28.1369
20.79,90.55,28.151352
20.83,90.79,28.119614
20.88,91.03,28.082785
20.92,91.27,27.969803
20.97,91.52,27.67714
21.01,91.76,26.984056
21.05,92,26.114487
21.1,92.25,25.196182
21.14,92.49,24.416315
21.18,92.73,24.474224
21.22,92.98,24.363274
21.26,93.22,25.122824
21.3,93.47,25.309416
21.34,93.71,26.043272
21.37,93.96,24.596312
21.41,94.21,23.05927
21.45,94.45,22.259838
21.48,94.7,22.452927
21.52,94.94,22.385118
21.55,95.19,22.017689
21.58,95.44,21.915482
21.61,95.68,22.370152
21.65,95.93,22.69915
21.68,96.18,22.402918
21.71,96.43,22.420399
21.74,96.68,23.502531
21.77,96.92,23.73563
21.79,97.17,24.007763
21.82,97.42,24.539427
21.85,97.67,24.776808
21.87,97.92,24.679594
21.9,98.17,23.752422
21.92,98.42,22.494987
21.95,98.67,22.492569
21.97,98.91,23.188856
21.99,99.16,24.04237
22.02,99.41,24.608074
22.04,99.66,24.962414
22.06,99.91,24.793991
22.08,100.16,25.472208
22.1,100.41,25.60633
22.11,100.67,24.955744
22.13,100.92,25.519274
22.15,101.17,25.048006
22.16,101.42,25.676174
22.18,101.67,25.620007
22.19,101.92,25.646103
22.21,102.17,25.823034
22.22,102.42,25.345356
22.23,102.67,25.497747
22.25,102.92,26.175673
22.26,103.18,26.083485
22.27,103.43,26.263826
22.28,103.68,28.151941
22.28,103.93,27.600649
22.29,104.18,26.154215
22.3,104.43,26.410156
22.31,104.69,26.74027
22.31,104.94,26.447433
22.32,105.19,26.28919
22.32,105.44,26.29389
22.32,105.69,26.45086
22.33,105.95,27.74381
22.33,106.2,27.847387
22.33,106.45,28.358688
22.33,106.7,28.408808
22.33,106.95,29.61606
22.33,107.21,30.383394
22.33,107.46,31.561657
22.33,107.71,32.261505
22.32,107.96,33.400745
22.32,108.21,35.214058
22.32,108.47,39.690422
22.31,108.72,37.8513
22.3,108.97,37.313446
22.3,109.22,37.79871
22.29,109.47,37.280872
22.28,109.73,37.041443
22.27,109.98,38.6307
22.26,110.23,39.445885
22.25,110.48,38.913902
22.24,110.73,37.979828
22.23,110.98,38.322487
22.22,111.23,36.203026
22.2,111.49,36.7161
22.19,111.74,39.007427
22.18,111.99,39.20153
22.16,112.24,38.027855
22.14,112.49,38.673862
22.13,112.74,41.237
22.11,112.99,45.49173
22.09,113.24,43.739063
22.07,113.49,44.968697
22.05,113.74,42.142105
22.03,113.99,39.788036
22.01,114.24,38.44558
21.99,114.49,36.892944
21.97,114.74,35.43182
21.94,114.99,34.60814
21.92,115.24,33.901093
21.89,115.49,32.921227
21.87,115.74,31.552849
21.84,115.99,30.729208
21.81,116.24,30.190807
21.79,116.48,29.607729
21.76,116.73,28.564222
21.73,116.98,27.644775
21.7,117.23,26.755472
21.67,117.48,26.12233
21.64,117.72,25.471777
21.61,117.97,24.690615
21.57,118.22,24.012915
21.54,118.46,23.633871
21.51,118.71,23.367956
21.47,118.96,23.243008
21.44,119.2,23.200342
21.4,119.45,23.161104
21.36,119.69,23.081196
21.33,119.94,22.905802
21.29,120.19,22.77347
21.25,120.43,22.633604
21.21,120.68,22.531858
21.17,120.92,22.434244
21.13,121.16,22.297853
21.09,121.41,22.161724
21.04,121.65,22.035633
21,121.89,21.952967
20.96,122.14,21.917574
20.91,122.38,21.92411
